Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	channel_126	channel_127N	channel_127C	channel_128N	channel_128C	channel_129N	channel_129C	channel_130N	channel_130C	channel_131N	channel_131C	channel_132N	channel_132C	channel_133N	channel_133C	channel_134N	channel_134C	channel_135N
sp|Q8YQI2|PSBE_NOSS1	Q8YQI2	PSBE_NOSS1	psbE	82	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Cytochrome b559 subunit alpha 	3:Protein inferred from homology	21.95	1	0.999	3	3	3	21	21	21	294765402	294765402	294765402	1K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	873478.4492	12925800.0391	21277899.5742	7627365.9102	5748002.3145	25650304.5977	34984663.9258	66405163.8066	16960163.4761	13447217.1812	7081563.834	5026479.5762	4546125.335	4070161.3188	3373528.8345	3149594.4814	2885600.7231	3496013.5239
sp|Q8YQI3|YCF48_NOSS1	Q8YQI3	YCF48_NOSS1	alr3844	339	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Photosystem II assembly lipoprotein Ycf48 	3:Protein inferred from homology	33.63	1	0.999	9	9	9	18	18	18	248192312	248192312	248192312	13K(304.2071), 18M(15.9949), 27K(304.2071), 5K(304.2071), 5M(15.9949), 7K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	816606.3345	10843843.3711	29633859.5938	16725855.168	8476866.0488	4310749.4453	1433955.3452	1936149.7236	671490.1326	610542.8762	351127.1594	313895.5952	374453.9514	359233.5701	429723.1721	611578.7358	553773.4004	624838.6392
sp|Q8YQJ1|IF2_NOSS1	Q8YQJ1	IF2_NOSS1	infB	1039	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Translation initiation factor IF-2 	3:Protein inferred from homology	24.54	1	0.999	26	26	26	48	48	48	249801512	249801512	249801512	10K(304.2071), 11K(304.2071), 12K(304.2071), 14K(304.2071), 15K(304.2071), 16K(304.2071), 17K(304.2071), 18M(15.9949), 1K(304.2071), 5K(304.2071), 5M(15.9949), 6C(57.0214), 6K(304.2071), 7K(304.2071), 8C(57.0214), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	3212186.4636	15168440.0654	31725937.041	17962584.6475	7223390.8428	3843958.9023	1457416.2915	2768131.686	910421.3176	863484.8657	684458.4016	629028.5281	700430.0393	663069.9016	1129314.425	1992444.5608	1639515.5913	3368028.6353
sp|Q8YQJ5|RIMP_NOSS1	Q8YQJ5	RIMP_NOSS1	rimP	153	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Ribosome maturation factor RimP 	3:Protein inferred from homology	23.53	1	0.999	3	3	3	7	7	7	16799911	16799911	16799911	11C(57.0214), 12K(304.2071), N-term(304.2071)	NA	NA	617650.5234	1212855.8125	557101.9766	272155.6172	116323.793	94789.0771	50222.2046	138442.8574	37421.2046	38942.6909	27240.1978	24367.729	29373.9185	23681.3945	61964.8779	125799.0986	63869.7183	46275.5107
sp|Q8YQL2|CARB_NOSS1	Q8YQL2	CARB_NOSS1	carB	1104	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Carbamoyl-phosphate synthase large chain 	3:Protein inferred from homology	54.8	1	0.999	56	56	56	211	211	211	829029760	829029760	829029760	10K(304.2071), 10M(15.9949), 11K(304.2071), 11M(15.9949), 12M(15.9949), 13K(304.2071), 14K(304.2071), 15C(57.0214), 15K(304.2071), 16K(304.2071), 18K(304.2071), 19K(304.2071), 1K(304.2071), 1M(15.9949), 20M(15.9949), 24K(304.2071), 25C(57.0214), 26K(304.2071), 2C(57.0214), 2M(15.9949), 3M(15.9949), 4M(15.9949), 5C(57.0214), 6C(57.0214), 6M(15.9949), 7K(304.2071), 7M(15.9949), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	9148387.3909000009	22082959.9497	114763581.8945	360226195.9727	175229776.0645	59028947.6836	16351316.7808	17052889.7896	5104137.8635	4857470.4338	3160509.9902	3444268.3594	3409088.1604	3095036.1042	3780952.6162	4619007.3804	3927912.858	7078148.5981
sp|Q8YQL3|DPSA_NOSS1	Q8YQL3	DPSA_NOSS1	dpsA	184	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Nutrient stress-induced DNA-binding protein 	3:Protein inferred from homology	26.09	1	0.999	4	4	4	8	8	8	9923347	9923347	9923347	10K(304.2071), 14K(304.2071), N-term(304.2071)	NA	NA	28499.5452	135946.6372	194240.9199	162659.0723	93081.4863	146328.709	288977.1846	1434501.918	213093.1953	288508.73	219062.5381	261278.207	261710.3672	102332.9121	48173.696	17359.1631	16277.0098	17014.0999
sp|Q8YQL7|DHSL_NOSS1	Q8YQL7	DHSL_NOSS1	speY	383	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Deoxyhypusine synthase-like protein 	3:Protein inferred from homology	36.29	1	0.999	13	13	13	26	26	26	152863568	152863568	152863568	10C(57.0214), 12C(57.0214), 12K(304.2071), 14K(304.2071), 31K(304.2071), 7K(304.2071), 8C(57.0214), 9K(304.2071), N-term(304.2071)	NA	NA	994131.3682	8486626.2998	18307475.3828	12849841.834	7803318.9531	3120925.3828	1074073.4385	1236681.0586	410933.0366	402756.3059	337723.5034	208845.1875	387286.3364	235807.8284	276722.2947	342660.5757	328885.0444	352194.4167
sp|Q8YQM6|TRPB2_NOSS1	Q8YQM6	TRPB2_NOSS1	trpB2	413	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Tryptophan synthase beta chain 2 	3:Protein inferred from homology	44.31	1	0.999	15	10	15	58	42	58	263331392	137883262	263331392	10K(304.2071), 12K(304.2071), 14M(15.9949), 15K(304.2071), 17K(304.2071), 18K(304.2071), 2M(15.9949), 5C(57.0214), 7K(304.2071), 9M(15.9949), N-term(304.2071), N-term(42.0106)	NA	NA	1532135.4504	8962852.2842	58203327.4023	40651455.9746	8819482.7217	4472232.0566	1375934.2849	2147003.9395	1093521.7834	1092637.0266	640720.4946	649800.2358	757126.9177	664033.1138	741760.0125	815900.6826	741620.5317	745326.4465
sp|Q8YQR8|HEMH_NOSS1	Q8YQR8	HEMH_NOSS1	hemH	388	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Ferrochelatase 	3:Protein inferred from homology	27.84	1	0.999	13	13	13	30	30	30	123290564	123290564	123290564	10K(304.2071), 11K(304.2071), 12K(304.2071), 16K(304.2071), 7K(304.2071), 8K(304.2071), 8M(15.9949), N-term(304.2071)	NA	NA	614492.2544	3626508.0742	18429540.6758	12106668.125	4033759.8906	2036172.8535	850598.269	1513985.4014	528396.1741	485932.7419	347774.3567	307952.897	402976.2498	254784.5886	395939.1514	430795.7451	367175.8936	538675.0261
sp|Q8YQT0|OBG_NOSS1	Q8YQT0	OBG_NOSS1	obgE	342	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	GTPase Obg 	3:Protein inferred from homology	26.9	1	0.999	7	7	7	11	11	11	25159552	25159552	25159552	12K(304.2071), 13K(304.2071), 15K(304.2071), 6C(57.0214), N-term(304.2071)	NA	NA	348005.3008	1983491.8125	2141474.3281	958284.293	399793.1309	275961.9512	174825.0811	418082.4355	93000.3076	80618.7158	51218.8481	47811.1172	51889.1191	43211.7339	61580.7085	78933.7207	70810.7739	82281.5547
sp|Q8YQU9|SYR_NOSS1	Q8YQU9	SYR_NOSS1	argS	588	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Arginine--tRNA ligase 	3:Protein inferred from homology	57.31	1	0.999	32	32	32	53	53	53	53836223	53836223	53836223	10K(304.2071), 11K(304.2071), 12K(304.2071), 13K(304.2071), 14K(304.2071), 1C(57.0214), 1K(304.2071), 1M(15.9949), 21K(304.2071), 2C(57.0214), 2M(15.9949), 3C(57.0214), 4C(57.0214), 7C(57.0214), 7K(304.2071), 7M(15.9949), 9K(304.2071), N-term(304.2071)	NA	NA	1335027.1084	8712472.3652	33224568.2344	17682306.5703	4894874.5312	2476023.0332	974359.2783	1389388.1104	793489.8918	738236.1885	529637.5007	581990.5085	524009.811	339896.8154	522014.1433	563980.8901	530121.7668	683571.7646
sp|Q8YQX7|CLPX_NOSS1	Q8YQX7	CLPX_NOSS1	clpX	445	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ATP-dependent Clp protease ATP-binding subunit ClpX 	3:Protein inferred from homology	32.13	1	0.999	15	15	15	22	22	22	242696512	242696512	242696512	10K(304.2071), 11C(57.0214), 11K(304.2071), 13K(304.2071), 1K(304.2071), 2K(304.2071), 3M(15.9949), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	492628.1465	3467564.8633	9368771.5	6625043.957	2639011.9824	1468218.1035	655588.8921	1681151.0889	527253.6128	486208.6394	312738.4214	298851.8579	314335.6235	253494.5769	379832.3467	618091.9297	602699.0547	1128983.3682
sp|Q8YQX8|CLPP2_NOSS1	Q8YQX8	CLPP2_NOSS1	clpP2	232	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ATP-dependent Clp protease proteolytic subunit 2 	3:Protein inferred from homology	41.38	1	0.999	10	9	10	47	35	47	224448988	100999364	224448988	10K(304.2071), 11M(15.9949), 14K(304.2071), 17K(304.2071), 2M(15.9949), 4M(15.9949), N-term(304.2071)	NA	NA	2765154.8818	17028770.3438	39249474.1289	39714028.3125	20675289.6465	8743931.3711	3138420.4531	4094684.6855	1716567.2205	1738818.7319	1243667.1147	1310508.373	1217485.5166	1171138.2905	1247148.6147	1579720.6277	1512987.7981	1802568.1838
sp|Q8YQX9|TIG_NOSS1	Q8YQX9	TIG_NOSS1	tig	471	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Trigger factor 	3:Protein inferred from homology	39.92	1	0.999	24	24	24	120	120	120	605044568	605044568	605044568	10K(304.2071), 11M(15.9949), 12K(304.2071), 12M(15.9949), 13K(304.2071), 18K(304.2071), 1K(304.2071), 5M(15.9949), 7K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	15712365.7024	247348371.6934	258784297.4844	94360811.5576	22877652.5957	11119439.1438	7333018.175	15326733.7002	5447369.894	5151791.6414	2977712.3611	4122905.9058	2896227.0293	1285577.9448	3154445.3109	3654413.7488	3068110.0994	4280984.0032
sp|Q8YQY1|DAPA_NOSS1	Q8YQY1	DAPA_NOSS1	dapA	294	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	4-hydroxy-tetrahydrodipicolinate synthase 	3:Protein inferred from homology	43.2	1	0.999	10	10	10	38	38	38	176455478	176455478	176455478	10M(15.9949), 11K(304.2071), 12K(304.2071), 15K(304.2071), 21K(304.2071), 23K(304.2071), 5C(57.0214), 8K(304.2071), N-term(304.2071)	NA	NA	744724.1406	8630745.9375	25656647.6289	13917852.918	4186803.5176	1757234.9048	680382.3074	911499.7617	401307.7458	403455.4644	343002.9673	266573.6599	309346.8745	233676.2288	337823.3557	354363.4888	321435.0596	319547.4783
sp|Q8YQZ0|URE1_NOSS1	Q8YQZ0	URE1_NOSS1	ureC	568	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Urease subunit alpha 	3:Protein inferred from homology	23.24	1	0.999	10	10	10	25	25	25	168786004	132174142	168786004	10M(15.9949), 16M(15.9949), 17K(304.2071), 1M(15.9949), 22K(304.2071), 7K(304.2071), 8C(57.0214), N-term(304.2071)	NA	NA	239746.9009	470015.5422	784529.2944	702614.2095	1016784.7812	4160287.5137	5775352.502	5540942.6191	1535719.7578	907082.2422	403721.2239	289958.6038	230873.374	205892.1594	273081.52	267368.1201	226526.0266	242640.0439
sp|Q8YQZ2|URE2_NOSS1	Q8YQZ2	URE2_NOSS1	ureB	108	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Urease subunit beta 	3:Protein inferred from homology	32.41	1	0.999	5	5	5	10	10	10	67855049	67855049	67855049	7K(304.2071), N-term(304.2071)	NA	NA	529595.9043	711187.9561	712534.2061	715191.459	669865.7168	2072467.8672	2462187.1055	5500587.375	573464.542	586411.4194	232512.5186	197113.5554	166596.0625	113317.3989	178522.8945	120545.5054	139620.6206	164761.3389
sp|Q8YQZ3|URE3_NOSS1	Q8YQZ3	URE3_NOSS1	ureA	100	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Urease subunit gamma 	3:Protein inferred from homology	18	1	0.999	1	1	1	3	3	3	     0	     0	     0	9M(15.9949), N-term(304.2071)	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q8YQZ4|URED_NOSS1	Q8YQZ4	URED_NOSS1	ureD	279	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Urease accessory protein UreD 	3:Protein inferred from homology	14.7	1	0.999	5	5	5	7	7	7	35180940	35180940	35180940	11K(304.2071), 8K(304.2071), N-term(304.2071), N-term(42.0106)	NA	NA	374028.9961	1596877.7773	2545982.2578	2679277.7031	1883467.2383	1770409.6719	1776050.7344	4780847.5781	1742781.293	1366569.4355	740125.9111	502800.4121	423223.4092	317185.7129	477887.0137	519086.377	525284.1865	803249.1777
sp|Q8YQZ8|CH601_NOSS1	Q8YQZ8	CH601_NOSS1	groEL	544	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Chaperonin GroEL 1 	3:Protein inferred from homology	81.07	1	0.999	46	43	46	385	345	385	2570540480	2570540480	2570540480	10K(304.2071), 11K(304.2071), 12K(304.2071), 12M(15.9949), 14K(304.2071), 14M(15.9949), 15K(304.2071), 16K(304.2071), 16M(15.9949), 18C(57.0214), 19M(15.9949), 1K(304.2071), 1M(15.9949), 21K(304.2071), 22K(304.2071), 23K(304.2071), 24M(15.9949), 26K(304.2071), 27K(304.2071), 28K(304.2071), 29K(304.2071), 2M(15.9949), 3M(15.9949), 4K(304.2071), 6K(304.2071), 7K(304.2071), 9K(304.2071), 9M(15.9949), N-term(304.2071)	NA	NA	23806205.0825	375656047.9497	1026450292.8154	423006101.6699	107903467.4321	45948434.4844	17502912.103	29649060.5891	10365634.1809	16067832.824	17758026.4636	23475966.1641	30643065.6035	37475471.8817	67967572.4963	106632830.2737	110427405.3123	113872793.7595
sp|Q8YQZ9|CH10_NOSS1	Q8YQZ9	CH10_NOSS1	groES	103	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Co-chaperonin GroES 	3:Protein inferred from homology	86.41	1	0.999	10	9	10	117	113	117	4518496640	3373146176	4518496640	11K(304.2071), 12K(304.2071), 13K(304.2071), 15K(304.2071), 2K(304.2071), 7K(304.2071), N-term(304.2071)	NA	NA	20092068.917	397679381.623	838433388.2188	372204345.8789	135765912.8066	77751926.96	30291873.5696	48298818.217	6852836.7087	5427099.1726	2703901.6504	2163142.8159	1398224.1067	777132.0112	1290426.101	1564531.4292	1181148.3379	1729678.8171
sp|Q8YR05|Y3654_NOSS1	Q8YR05	Y3654_NOSS1	rlmD	460	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Uncharacterized RNA methyltransferase alr3654 	3:Protein inferred from homology	8.7	1	0.999	4	4	4	5	5	5	4608796	4608796	4608796	8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	38588.835	560925.1406	771253.4375	328955.8398	112757.3281	71599.7456	29105.4326	49790.7412	18114.7366	20282.998	16938.7603	14949.26	15551.3408	9113.5176	10119.3447	23969.4609	16999.3809	24391.7559
sp|Q8YR06|PURL_NOSS1	Q8YR06	PURL_NOSS1	purL	782	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Phosphoribosylformylglycinamidine synthase subunit PurL 	3:Protein inferred from homology	34.27	1	0.999	23	23	23	55	55	55	177551068	177551068	177551068	11K(304.2071), 17K(304.2071), 1M(15.9949), 20C(57.0214), 23K(304.2071), 5M(15.9949), 6C(57.0214), 6M(15.9949), 7K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	914325.6527	4378438.0347	31247265.998	45100265.7305	14342702.7119	6668436.3486	2075972.8025	2974769.2007	876663.605	822885.3618	540441.2307	527659.369	573710.1212	418706.5676	581924.6202	729951.8181	596467.5276	773221.9844
sp|Q8YR50|SASA_NOSS1	Q8YR50	SASA_NOSS1	all3600	401	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Adaptive-response sensory-kinase SasA 	3:Protein inferred from homology	10.47	1	0.999	4	4	4	4	4	4	2771555	2771555	2771555	12K(304.2071), 13K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	43545.2637	228187.2344	799606.4531	623787.8516	263297.4727	149532.5312	64157.3691	90669.0469	36421.4971	41738.4062	15078.2229	22425.9077	30924.7124	16069.9878	33067.5542	52230.3071	48424.5664	73960.3477
sp|Q8YR79|PAND_NOSS1	Q8YR79	PAND_NOSS1	all3569	127	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Aspartate 1-decarboxylase 	3:Protein inferred from homology	55.12	1	0.999	5	5	5	6	6	6	7701796	7701796	7701796	12K(304.2071), N-term(304.2071)	NA	NA	43283.7109	173079.1484	1030831.2812	1227697.5312	357900.2461	181223.3682	62872.6384	80662.3677	30874.0332	64429.5225	33006.3604	31218.0034	43721.9482	11643.0146	23106.1118	17663.1384	71596.6108	55490.4302
sp|Q8YR82|MTNA_NOSS1	Q8YR82	MTNA_NOSS1	mtnA	347	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Methylthioribose-1-phosphate isomerase 	3:Protein inferred from homology	37.75	1	0.999	11	11	11	19	19	19	83036947	83036947	83036947	10K(304.2071), 11K(304.2071), 13M(15.9949), 5M(15.9949), 7C(57.0214), 9K(304.2071), N-term(304.2071)	NA	NA	660718.4995	8083742.5977	18721777.2266	7912236.2695	2009176.2119	1078455.0986	389518	689836.053	245917.213	244576.9801	189228.6448	185545.3617	204314.062	126203.7303	185667.1757	223250.9426	196735.8477	248939.2791
sp|Q8YR87|MNMG_NOSS1	Q8YR87	MNMG_NOSS1	mnmG	640	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG 	3:Protein inferred from homology	27.19	1	0.999	17	17	17	18	18	18	34404372	34404372	34404372	11K(304.2071), 13K(304.2071), 2C(57.0214), 7K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	378690.3164	2223851.7246	8814023.1836	7289359.9375	2488420.8613	1350176.3115	535756.9863	762531.6763	358654.6021	370529.4265	287488.6072	305520.9153	252708.0986	188854.4746	360893.6274	409847.8113	374949.605	497467.6538
sp|Q8YRB0|ENO_NOSS1	Q8YRB0	ENO_NOSS1	eno	429	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Enolase 	3:Protein inferred from homology	43.12	1	0.999	15	15	15	98	98	98	1010863328	1010863328	1010863328	11K(304.2071), 12K(304.2071), 1M(15.9949), 22K(304.2071), 2M(15.9949), 4K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	2030063.2812	18927524.7588	28594288.1055	15577601.894	12963454.1006	26968621.0171	58171615.4419	459587466.0107	19705363.0271	14899211.5215	2448306.5813	1878491.1189	1058546.3767	645100.4495	1043504.6582	1128178.761	851231.4832	1193127.6731
sp|Q8YRB1|ARGC1_NOSS1	Q8YRB1	ARGC1_NOSS1	hisH2	352	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	N-acetyl-gamma-glutamyl-phosphate reductase 1 	3:Protein inferred from homology	33.52	1	0.999	8	8	8	14	14	14	32314165	32314165	32314165	11K(304.2071), 12K(304.2071), 14K(304.2071), 26K(304.2071), 2C(57.0214), 4M(15.9949), 9C(57.0214), N-term(304.2071)	NA	NA	120706.4885	436557.5981	1821607.5059	4057172.7461	2237519.0977	775109.1494	218513.0237	244425.521	69386.7988	64298.6172	38988.2419	41679.5352	46128.6753	29580.2422	40790.2461	58992.6499	52915.1555	51596.2607
sp|Q8YRD8|PUR2_NOSS1	Q8YRD8	PUR2_NOSS1	purD	425	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Phosphoribosylamine--glycine ligase 	3:Protein inferred from homology	38.59	1	0.999	15	15	15	56	56	56	285850816	285850816	285850816	11K(304.2071), 12K(304.2071), 13K(304.2071), 16K(304.2071), 23K(304.2071), 3M(15.9949), 6C(57.0214), 7K(304.2071), 8K(304.2071), 8M(15.9949), 9K(304.2071), N-term(304.2071)	NA	NA	6021451.6279	69583236.9688	60457632.3828	29260980.5859	8959440.9297	3715723.0264	1354408.1213	1816955.0752	995400.9832	716530.0432	428463.0642	464645.4751	426266.6084	288860.7845	458449.0354	438425.9075	1438431.7859	730136.9473
sp|Q8YRI6|FMT_NOSS1	Q8YRI6	FMT_NOSS1	fmt	342	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Methionyl-tRNA formyltransferase 	3:Protein inferred from homology	44.44	1	0.999	14	14	14	21	21	21	64624041	64624041	64624041	15K(304.2071), 16K(304.2071), 17K(304.2071), 19K(304.2071), 21K(304.2071), 7K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	2520899.332	16332823.8125	9629753.2812	3491835.0752	1286880.5354	648060.7168	348150.3452	939468.0229	280322.9856	256847.042	163265.1011	130603.2688	134500.3511	105849.3728	148106.3638	191505.8418	199832.9653	304536.1821
sp|Q8YRI9|MINE_NOSS1	Q8YRI9	MINE_NOSS1	minE	97	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Cell division topological specificity factor 	3:Protein inferred from homology	41.24	1	0.999	6	6	6	11	11	11	52598768	52598768	52598768	10K(304.2071), 1K(304.2071), 7C(57.0214), 8C(57.0214), N-term(304.2071)	NA	NA	237544.7041	1719220.0879	2355216.1562	1093338.2109	381319.2949	232109.5469	113300.7554	184499.083	85120.0386	92325.1357	60044.0171	57366.2363	53818.5369	51385.8547	58336.5215	80349.5251	66456.9609	68013.8691
sp|Q8YRJ1|MINC_NOSS1	Q8YRJ1	MINC_NOSS1	minC	366	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Probable septum site-determining protein MinC 	3:Protein inferred from homology	7.1	1	0.999	3	3	3	4	4	4	21581359	21581359	21581359	8K(304.2071), N-term(304.2071)	NA	NA	97714.875	1708506.875	2274886.8125	827805.8125	359170.8906	358852.5469	217749.3086	400487.0781	76523.8691	73490.0605	56796.8711	60383.8965	43810.2578	35934.6455	58913.8145	63747.2051	59382.6602	84542.5762
sp|Q8YRK5|CHLB_NOSS1	Q8YRK5	CHLB_NOSS1	chlB	508	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Light-independent protochlorophyllide reductase subunit B 	3:Protein inferred from homology	17.52	1	0.999	10	10	10	14	14	14	54644328	54644328	54644328	10K(304.2071), 11K(304.2071), 11M(15.9949), 15K(304.2071), 4C(57.0214), 8K(304.2071), N-term(304.2071)	NA	NA	190146.8994	1224530.3164	5666865.9922	4895678.5469	2326431.457	1111418.8105	378546.543	790085.6074	225862.377	215764.2764	129770.2378	134241.8743	142543.1345	118373.1436	217682.1084	336728.0312	328819.6436	416580.0308
sp|Q8YRL8|RL20_NOSS1	Q8YRL8	RL20_NOSS1	rplT	118	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	50S ribosomal protein L20 	3:Protein inferred from homology	38.98	1	0.999	5	5	5	7	7	7	32828376	32828376	32828376	14K(304.2071), 15K(304.2071), 1K(304.2071), 1M(15.9949), 9K(304.2071), N-term(304.2071)	NA	NA	232609.2178	498835.5293	740207.4141	533541.9629	368904.9062	453653.1855	305566.6113	575604.8223	269658.1709	320174.9805	201424.1323	238745.333	225837.437	198341.6904	341908.3911	1194502.459	766309.9756	15019453.3438
sp|Q8YRL9|RL35_NOSS1	Q8YRL9	RL35_NOSS1	rpmI	65	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	50S ribosomal protein L35 	3:Protein inferred from homology	20	1	0.999	1	1	1	1	1	1	3682022	3682022	3682022	N-term(304.2071)	NA	NA	80909.3984	459765.0625	727346.8125	351954.9688	130511.6641	83801.4141	36306.8672	73638.8359	29861.4297	21633.2148	19059.7383	17231.4707	22188.4414	22975.5723	29314.0996	241139.1094	40837.0938	2456701
sp|Q8YRM9|YIDC_NOSS1	Q8YRM9	YIDC_NOSS1	yidC	380	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Membrane protein insertase YidC 	3:Protein inferred from homology	31.32	1	0.999	11	11	11	53	53	53	243246640	243246640	243246640	10K(304.2071), 22K(304.2071), 2K(304.2071), 5M(15.9949), 6M(15.9949), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	4345822.5393	34481343.5508	99707909.2305	73276977.7227	21974391.9834	9726212.979	2404992.3818	3079001.4106	962362.3296	935994.8999	646341.2051	610938.7617	595619.8779	444371.0244	776714.7681	979955.9395	874029.7812	2312924.937
sp|Q8YRP2|NDK_NOSS1	Q8YRP2	NDK_NOSS1	ndk	149	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Nucleoside diphosphate kinase 	3:Protein inferred from homology	53.69	1	0.999	9	9	9	102	102	102	1515847392	1515847392	1515847392	14K(304.2071), 1K(304.2071), 6K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	2564375.6038	9976368.8223	182233335.0625	205183473.3896	36211581.832	13706432.4126	3852042.5251	7791553.2439	1345036.843	1525351.3936	2555012.5065	866587.9248	773635.0093	717655.6707	881809.9436	1047788.7415	926630.2764	1365154.2449
sp|Q8YRR1|MOAC_NOSS1	Q8YRR1	MOAC_NOSS1	moaC	168	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Cyclic pyranopterin monophosphate synthase 	3:Protein inferred from homology	14.88	1	0.999	3	3	3	3	3	3	9069675	9069675	9069675	2M(15.9949), N-term(304.2071)	NA	NA	197195.4531	1600255.375	1639301.5938	627288.5938	241940.8633	148480.6914	76830.0566	150089.8867	64581.5557	76043.8809	60890.2402	57194.7988	49684.6533	27380.293	48203.5566	53408.2295	42444.125	69510.7607
sp|Q8YRR9|RECF_NOSS1	Q8YRR9	RECF_NOSS1	recF	376	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	DNA replication and repair protein RecF 	3:Protein inferred from homology	17.29	1	0.999	7	7	7	7	7	7	15835717	15835717	15835717	11K(304.2071), 7K(304.2071), N-term(304.2071)	NA	NA	186851.7383	1174910.2461	2444411.6406	2647753.6562	1886100.2344	1239572.6797	488104.9727	803331.5391	309378.1914	305965.5332	251374.5859	295423.6367	227641.6914	144361.1201	390628.5117	375185.666	357420.1895	557872.8867
