Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	channel_126	channel_127N	channel_127C	channel_128N	channel_128C	channel_129N	channel_129C	channel_130N	channel_130C	channel_131N	channel_131C	channel_132N	channel_132C	channel_133N	channel_133C	channel_134N	channel_134C	channel_135N
sp|Q8Z068|SYM_NOSS1	Q8Z068	SYM_NOSS1	metG	530	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Methionine--tRNA ligase 	3:Protein inferred from homology	27.92	1	0.999	14	14	14	31	31	31	251002568	251002568	251002568	11K(304.2071), 12K(304.2071), 14K(304.2071), 1C(57.0214), 1C(57.0214), 7K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	511805.4976	7667022.2754	23773429.4922	23789918.9609	9256911.3262	3950016.125	1930484.3965	1066288.7827	632182.1865	685104.4189	445500.3889	392631.5374	309556.7319	218673.5151	239050.5723	273790.4678	297911.269	332255.8574
sp|Q8Z074|NADK1_NOSS1	Q8Z074	"NADK1_NOSS1"	nadK2	306	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	"NAD kinase 1 "	3:Protein inferred from homology	25.49	1	0.999	6	6	6	14	14	14	58605528	58605528	58605528	12K(304.2071), 2C(57.0214), 33K(304.2071), 6M(15.9949), N-term(304.2071)	NA	NA	68650.3286	602675.7773	664982.8486	726756.8584	677994.7002	871855.3447	1641246.7734	3036392.0703	2312769.9834	551879.0605	211945.2041	123010.4275	100753.3223	85154.9844	100125.9971	107095.845	97271.7542	99886.1873
sp|Q8Z075|NU6C_NOSS1	Q8Z075	NU6C_NOSS1	ndhG	202	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	"NAD(P)H-quinone oxidoreductase chain 6 "	3:Protein inferred from homology	11.39	1	0.999	2	2	2	2	2	2	48060292	48060292	48060292	N-term(304.2071)	NA	NA	26890.9883	70317.3125	185369.4688	308047.4375	662393.0625	974195.875	1876514.875	1388211.125	789330.875	544833	280902.5625	282061.5625	209838.625	236204.9219	272668.3125	309801.8438	343087.9375	250192.7969
sp|Q8Z076|NU1C_NOSS1	Q8Z076	NU1C_NOSS1	ndhA	372	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	"NAD(P)H-quinone oxidoreductase subunit 1 "	3:Protein inferred from homology	19.09	1	0.999	6	6	6	32	32	32	277945808	277945808	277945808	13K(304.2071), 1M(15.9949), 20K(304.2071), N-term(304.2071), N-term(42.0106)	NA	NA	284828.03	1463351.2441	5816043.125	15620598.8047	14921470.8076	12588943.8008	17615244.8115	12972255.3652	8454780.8887	5116241.9697	3029843.4297	2602789.8496	2019506.5532	1786383.5146	2102082.083	2700827.5278	2428979.0947	1986773.9009
sp|Q8Z080|PDXJ_NOSS1	Q8Z080	PDXJ_NOSS1	pdxJ	239	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Pyridoxine 5'-phosphate synthase 	3:Protein inferred from homology	36.82	1	0.999	7	7	7	15	15	15	176960267	176960267	176960267	24K(304.2071), 7K(304.2071), N-term(304.2071)	NA	NA	213933.0073	1073793.0674	866237.915	758645.7842	2269110.7676	8836528.1484	7238500.2422	1680554.373	457477.6738	203243.9927	114786.345	75239.5537	75531.2262	78205.8458	70725.4631	57127.895	87554.4297	64311.9207
sp|Q8Z086|FOLD_NOSS1	Q8Z086	FOLD_NOSS1	folD	299	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Bifunctional protein FolD 	3:Protein inferred from homology	27.76	1	0.999	8	8	8	44	44	44	874395552	874395552	874395552	11M(15.9949), 2C(57.0214), 7K(304.2071), 8K(304.2071), 8M(15.9949), 9K(304.2071), N-term(304.2071)	NA	NA	3522054.2114	114165055.041	159090802.4219	85639480.2148	24374482.2881	9827405.4062	3956382.6641	2451824.2637	1906261.5289	3349659.0142	9637506.8538	5661606.6793	1696112.9753	1130774.8054	734672.9446	865989.4827	881921.908	1283598.8352
sp|Q8Z098|Y200_NOSS1	Q8Z098	Y200_NOSS1	larC	426	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Putative nickel insertion protein 	3:Protein inferred from homology	32.63	1	0.999	11	11	11	20	20	20	78937134	78937134	78937134	10K(304.2071), 11K(304.2071), 15K(304.2071), 16K(304.2071), 2C(57.0214), 3K(304.2071), 7K(304.2071), 8K(304.2071), 8M(15.9949), N-term(304.2071)	NA	NA	325022.603	2474450.2578	2680391.0059	2050936.709	2038685.6406	3911502.0195	3450704.4727	1425562.2676	826316.2129	626721.9199	412159.3398	515419.6494	496316.4043	508145.939	704454.8643	994757.3877	959272.1104	1243371.1572
sp|Q8Z0C4|MURA_NOSS1	Q8Z0C4	MURA_NOSS1	murA	447	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 	3:Protein inferred from homology	45.19	1	0.999	18	18	18	48	48	48	201107896	201107896	201107896	11C(57.0214), 12K(304.2071), 13C(57.0214), 15K(304.2071), 17C(57.0214), 19K(304.2071), 1M(15.9949), 7K(304.2071), 7M(15.9949), 8K(304.2071), N-term(304.2071)	NA	NA	3043573.9551	57202165.1738	48453713.9453	23608607.334	7773235.6182	3318742.9106	1960852.3521	2369454.7891	1603458.2825	2375407.147	685585.8916	986293.5325	533290.012	396226.3308	365540.4341	442141.9436	454521.6892	683704.646
sp|Q8Z0C8|LOX_NOSS1	Q8Z0C8	LOX_NOSS1	all0170	365	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	L-lactate oxidase 	1:Experimental evidence at protein level	14.25	1	0.999	6	6	6	9	9	9	29916619	29916619	29916619	11K(304.2071), 7K(304.2071), N-term(304.2071)	NA	NA	78328.8369	335202.3428	647877.7227	901796.5586	2149461.7305	1224004.9043	425566.1562	249971.916	133245.7378	120347.5039	89758.2024	83278.113	106944.5864	76673.7952	92743.3469	67652.5427	92876.2297	90078.3662
sp|Q8Z0F0|RL21_NOSS1	Q8Z0F0	RL21_NOSS1	rplU	130	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	50S ribosomal protein L21 	3:Protein inferred from homology	7.69	1	0.999	1	1	1	3	3	3	40310562	40310562	40310562	10K(304.2071), N-term(304.2071)	NA	NA	137454.4658	491061.9785	419337.1367	292330.4258	141717.8711	89064.4131	71614.4497	55408.6841	53258.2539	52538.9272	38643.5537	82618.1365	71712.4658	116199.1348	189730.375	878353.9434	764318.665	10209345.7891
sp|Q8Z0F1|RL27_NOSS1	Q8Z0F1	RL27_NOSS1	rpmA	92	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	50S ribosomal protein L27 	3:Protein inferred from homology	30.43	1	0.999	2	2	2	3	3	3	6393740	6393740	6393740	N-term(304.2071)	NA	NA	40904.5605	194531.5781	242951.5547	276253.9688	181919.7969	143263.0215	180362.2891	243328.4453	148460.9844	105174.4902	50995.3887	63981.7988	58720.4131	44204.1035	50329.7178	132274.4297	67375.8496	2063490.4375
sp|Q8Z0H0|CYSA_NOSS1	Q8Z0H0	CYSA_NOSS1	cysA	338	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Sulfate/thiosulfate import ATP-binding protein CysA 	3:Protein inferred from homology	26.33	1	0.999	7	6	7	10	8	10	29789127	15833684	29789127	11K(304.2071), 12K(304.2071), 25K(304.2071), 7K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	72098.1714	657248.2422	2243125.2969	2878584.9375	2037407.7656	1795335.5234	793658.6641	294902.1133	111235.3823	118982.9456	50305.9575	63891.7808	53158.5093	49835.6145	56697.5503	58758.4485	80385.8672	97790.2173
sp|Q8Z0I6|TSAD_NOSS1	Q8Z0I6	TSAD_NOSS1	tsaD	346	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	tRNA N6-adenosine threonylcarbamoyltransferase 	3:Protein inferred from homology	31.21	1	0.999	8	8	8	12	12	12	20430380	20430380	20430380	10K(304.2071), 16K(304.2071), 19K(304.2071), 7K(304.2071), 7M(15.9949), 8K(304.2071), N-term(304.2071)	NA	NA	355570.897	2370520.457	3396228.9531	3228563.9688	1799385.1094	1153831.5723000001	1029180.2832	579811.3613	311925.5981	464932.8525	118221.5859	181009.5288	134628.9922	120739.1147	148702.6196	178795.8618	185970.7051	212783.4209
sp|Q8Z0I7|KGUA_NOSS1	Q8Z0I7	KGUA_NOSS1	gmk	199	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Guanylate kinase 	3:Protein inferred from homology	11.06	1	0.999	2	2	2	2	2	2	     0	     0	     0	12K(304.2071), N-term(304.2071)	NA	NA	102110.6797	527999.75	248808.25	126098.2266	61822.9023	55530.3867	46330.5234	32443.248	34974.9883	84735.1406	21360.7246	25871.9219	24844.9492	27072.2188	30628.7363	31628.6367	42777.1445	56383.9297
sp|Q8Z0I8|Y105_NOSS1	Q8Z0I8	Y105_NOSS1	asr0105	88	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Putative regulatory protein asr0105 	3:Protein inferred from homology	81.82	1	0.999	6	6	6	14	14	14	94529976	94529976	94529976	13K(304.2071), N-term(304.2071)	NA	NA	320759.5723	1639750.8945	1937623.2148	2147972.6328	2148857.6406	1990280.0781	1463845.2598000001	982516.8765	597035.2285	411433.521	142770.2097	157015.3213	97368.2212	93616.2329	105385.4431	86316.7515	92993.0818	135288.6768
sp|Q8Z0M2|RNPH_NOSS1	Q8Z0M2	RNPH_NOSS1	chrB	247	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Ribonuclease PH 	3:Protein inferred from homology	26.32	1	0.999	6	6	6	18	18	18	141075946	141075946	141075946	10C(57.0214), 14K(304.2071), 1M(15.9949), 7K(304.2071), N-term(304.2071)	NA	NA	224451.3657	715109.9141	1954037.6035	7670703.8848	6282982.2793	2314036.3433	1231199.6172	679113.8936	367995.5166	380329.9155	210137.8889	246021.7065	204677.8179	181904.4702	223329.5874	186026.8369	191491.9646	211864.3591
sp|Q8Z0M3|KAD2_NOSS1	Q8Z0M3	KAD2_NOSS1	adk2	184	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Adenylate kinase 2 	3:Protein inferred from homology	11.41	1	0.999	2	2	2	2	2	2	1719487	1719487	1719487	11K(304.2071), N-term(304.2071)	NA	NA	2420.552	17210.7266	22881.8281	21345.3359	10465.7314	5073.0859	5871.0898	0	0	0	0	3143.925	0	0	0	2919.281	3981.6782	3587.0229
sp|Q8Z0M8|RBFA_NOSS1	Q8Z0M8	RBFA_NOSS1	rbfA	133	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Ribosome-binding factor A 	3:Protein inferred from homology	43.61	1	0.999	6	6	6	12	12	12	551035759	551035759	551035759	11K(304.2071), 4M(15.9949), 5M(15.9949), 7K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	8414984.8281	19973419.7969	5825765.6406	2367846.1406	1255464.3301	995842.1201	773814.3115	467642.9941	258087.6431	347956.5537	151735.1897	144622.3342	195974.5977	255576.3218	1094169.6387	1272054.4629	293013.4814	179953.9785
sp|Q93SW9|CYF_NOSS1	Q93SW9	CYF_NOSS1	petA	333	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Cytochrome f 	1:Experimental evidence at protein level	29.43	1	0.999	8	8	8	76	76	76	1602980640	1602980640	1602980640	10M(15.9949), 15K(304.2071), 16K(304.2071), 6M(15.9949), 9K(304.2071), N-term(304.2071)	NA	NA	429703.0149	3789636.6309	10968612.6099	66741740.8765	131109984.7969	167220047.1216	268896067.9189	72105402.6143	18835325.2539	7311661.7495	2563867.2703	2398315.5759	1756340.1316	1753793.4104	1745101.6489	1799401.4132	2324340.4434	1889667.1597
sp|Q93SX0|UCRIA_NOSS1	Q93SX0	UCRIA_NOSS1	petC3	179	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Cytochrome b6-f complex iron-sulfur subunit 1 	1:Experimental evidence at protein level	63.69	1	0.999	10	10	10	71	71	71	3148683968	3148683968	3148683968	11K(304.2071), 12C(57.0214), 12M(15.9949), 13K(304.2071), 17C(57.0214), 1C(57.0214), 27K(304.2071), 3C(57.0214), 7K(304.2071), 8K(304.2071), N-term(304.2071), N-term(42.0106)	NA	NA	1418704.1555	26182294.1426	41944584.1191	25277226.2266	16789162.4375	44381307.2144	75701343.2871	18762468.5352	5249177.5442	2577671.7317	902140.3403	846441.4468	746192.1899	516417.2737	602669.4758	708774.6238	824797.3625	819238.3972
sp|Q93SX1|PETD_NOSS1	Q93SX1	PETD_NOSS1	petD	160	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Cytochrome b6-f complex subunit 4 	1:Experimental evidence at protein level	10.62	1	0.999	2	1	2	9	7	9	51449779	50998069	51449779	1K(304.2071), N-term(304.2071)	NA	NA	162855.5325	444819.3545	753254.8369	4090814.1465	8248015.3672	9607420.6465	10938581.9766	2536401.5234	762186.5098	259372.6489	100574.3491	116899.1366	85081.2205	90995.4919	72452.0068	102161.3584	87441.4373	121188.8916
sp|Q93TN0|PCYA_NOSS1	Q93TN0	PCYA_NOSS1	pcyA	245	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Phycocyanobilin:ferredoxin oxidoreductase 	1:Experimental evidence at protein level	11.84	1	0.999	3	3	3	3	3	3	37621812	37621812	37621812	11C(57.0214), 13K(304.2071), 1C(57.0214), N-term(304.2071)	NA	NA	56358.2539	783574.8125	999047.3438	593347.1562	229487.7578	96676.9102	52237.9004	36874.8818	42990.0254	56998.5781	24355.2637	22774.7949	27697.6318	26744.2363	24076.3896	44458.8193	31081.4766	38813.8379
sp|Q9L870|MURI_NOSS1	Q9L870	MURI_NOSS1	murI	292	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Glutamate racemase 	3:Protein inferred from homology	13.01	1	0.999	3	3	3	3	3	3	1016218	1016218	1016218	11K(304.2071), N-term(304.2071)	NA	NA	18118.9004	244647.7266	344107.5938	269711.9844	97991.8281	95605.2344	39395.4258	36633.4395	14356.2554	15137.5264	15079.8135	17541.053	8210.9834	12957.249	17820.5073	25199.1562	27889.3027	20768.3359
sp|Q9R6X3|PHYB_NOSS1	Q9R6X3	PHYB_NOSS1	bphB	751	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Cyanobacterial phytochrome B 	3:Protein inferred from homology	10.12	1	0.999	7	7	7	7	7	7	39626925	39626925	39626925	10C(57.0214), 10K(304.2071), 5M(15.9949), 9K(304.2071), N-term(304.2071)	NA	NA	106948.3848	435889.2773	555494.5312	1104023.9219	1151697.8984	678479.6445	344760.7812	237840.8076	157005.3525	166201.2144	107307.7903	127691.0588	129432.3076	97728.2368	145174.4663	142441.1836	150213.0361	189996.6167
sp|Q9R6X4|ZDS_NOSS1	Q9R6X4	ZDS_NOSS1	zds	479	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Zeta-carotene desaturase 	3:Protein inferred from homology	26.1	1	0.999	13	13	13	24	24	24	36220221	34833020	34833020	10K(304.2071), 11K(304.2071), 11M(15.9949), 13K(304.2071), 19K(304.2071), 4M(15.9949), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	238954.9412	672546.2061	3008199.3555	4529633.9062	2247729.4492	1126720.8047	775820.5938	415164.1377	246995.8262	284596.1431	120311.2581	114236.8059	126360.1492	74241.077	84200.4473	86232.6287	97820.3774	116787.7729
sp|Q9R6Y2|CCS1_NOSS1	Q9R6Y2	CCS1_NOSS1	ycf44	461	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Cytochrome c biogenesis protein CcsB 	3:Protein inferred from homology	13.88	1	0.999	6	5	6	6	5	6	14761562	13657214	14761562	8K(304.2071), 8M(15.9949), N-term(304.2071)	NA	NA	85103.3531	293735.5137	746185.4121	1392583.7891	2410929.0957	1261772.2715	519158.543	263263.0803	227906.6006	281971.8682	103965.0408	113630.1074	78565.6553	60430.8877	66281.1514	77728.6943	78165.6859	89138.8555
sp|Q9WWM6|NDHI_NOSS1	Q9WWM6	NDHI_NOSS1	ndhI	194	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	"NAD(P)H-quinone oxidoreductase subunit I "	3:Protein inferred from homology	48.45	1	0.999	10	10	10	36	36	36	1050893344	1050893344	1050893344	11K(304.2071), 12K(304.2071), 13M(15.9949), 15K(304.2071), 1C(57.0214), 2C(57.0214), 4C(57.0214), 6M(15.9949), 7C(57.0214), 7K(304.2071), N-term(304.2071)	NA	NA	769096.8796	4466827.9619	6395120.9805	8903284.8477	15870557.2383	31401873.1113	30973513.6699	19357893.8848	9852754.291	5990905.5137	3324396.3306	3013409.6558	2689178.5635	2360347.5283	2957776.397	3593569.6699	3512851.2334	3010248.5093
sp|Q9WWN1|RUBR_NOSS1	Q9WWN1	RUBR_NOSS1	hoxR	111	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Rubredoxin 	3:Protein inferred from homology	54.05	1	0.999	6	6	6	11	11	11	35655718	35655718	35655718	10K(304.2071), 11K(304.2071), 15C(57.0214), 1C(57.0214), 2C(57.0214), 4C(57.0214), 7K(304.2071), N-term(304.2071)	NA	NA	89965.4917	2255430.0312	3896664.5664	3012508.0977	1447732.6035	857903.0059	532797.8066	243821.6768	120547.9932	103728.8914	45806.7734	39039.6772	43787.647	33298.8628	48148.5017	41078.6704	54780.2305	52451.0269
sp|Q9WX37|RBPE_NOSS1	Q9WX37	RBPE_NOSS1	rbpE	99	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Putative RNA-binding protein RbpE 	3:Protein inferred from homology	47.47	1	0.999	6	3	6	33	15	33	2073545984	1520071016	2073545984	18K(304.2071), N-term(304.2071)	NA	NA	47474541.4053	237699259.7656	87273301.8105	39880525.1152	10155349.8984	3700105.5527	2498266.7275	1280157.9839	391626.0996	556330.7417	200164.1274	217477.8911	214350.7123	111881.167	151588.5605	219847.4131	239548.7866	225610.1523
sp|Q9WX39|RBPF_NOSS1	Q9WX39	RBPF_NOSS1	rbpF	105	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Putative RNA-binding protein RbpF 	3:Protein inferred from homology	18.1	1	0.999	2	1	2	10	5	10	2116276448	819542272	1100671360	N-term(304.2071)	NA	NA	16825190.1797	53947936.75	16839294.2188	5067010.7773	1698610.3086	840725.085	859751.7139	851695.3613	418315.4658	621502.9736	269790.7966	333111.6206	238419.1436	219196.3555	286960.6099	216844.6914	219930.9287	289445.5874
sp|Q9ZEJ6|DNAK1_NOSS1	Q9ZEJ6	DNAK1_NOSS1	dnaK3	688	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Chaperone protein dnaK1 	3:Protein inferred from homology	34.01	1	0.999	22	21	22	50	48	50	137711576	137711576	137711576	10K(304.2071), 14K(304.2071), 15K(304.2071), 16K(304.2071), 24K(304.2071), 2M(15.9949), 5M(15.9949), 7K(304.2071), N-term(304.2071)	NA	NA	855757.8643	3362005.6807	10922595.2656	32130937.6836	32097507.5371	17844933.4688	7512606.2529	3328847.1992	1647732	1544684.5947	665329.1021	712070.8997	588120.8425	495892.2805	596153.358	732354.072	849958.9421	1144573.4783
tr|O68472|O68472_NOSS1	O68472	O68472_NOSS1	all0306	320	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Putative transposase 	4:Protein predicted	6.88	1	0.999	2	2	2	2	2	2	2009255	2009255	2009255	10K(304.2071), 12K(304.2071), N-term(304.2071)	NA	NA	19863.4824	231328.9531	287442.9688	335275.75	167046.8594	93642.5391	58125.0352	31489.7734	21447.0352	57999.8867	12554.2607	17578.7148	13433.2568	15660.8945	14843.8525	10934.0654	16841.0273	21675.082
tr|O87395|O87395_NOSS1	O87395	O87395_NOSS1	orrA	240	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Two-component response regulator 	4:Protein predicted	25.83	1	0.999	4	4	4	6	6	6	28531655	13404402	13404402	10K(304.2071), 11K(304.2071), 12K(304.2071), 14K(304.2071), 26M(15.9949), 27K(304.2071), 6M(15.9949), N-term(304.2071)	NA	NA	216263.9375	1452538.875	1128138.7812	516484	223703.2656	124768.1426	109508.751	99456.7188	77838.0283	82877.0171	62368.9077	64436.6497	56731.5781	35965.0112	110833.022	76465.603	67634.9624	55572.5923
tr|P70760|P70760_NOSS1	P70760	P70760_NOSS1	asl1510	80	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Asl1510 protein 	4:Protein predicted	11.25	1	0.999	1	1	1	1	1	1	1340758	1340758	1340758	1C(57.0214), 9K(304.2071), N-term(304.2071)	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr|P70801|P70801_NOSS1	P70801	P70801_NOSS1	all3633	346	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Glucanase 	3:Protein inferred from homology	23.99	1	0.999	7	7	7	11	11	11	51919348	51919348	51919348	25C(57.0214), 30K(304.2071), 3C(57.0214), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	118610.4031	458209.5371	811074.2441	834570.2725	651426.5889	356421.0581	308251.5132	344155.5737	5079397.4824	6498697.0391	1037321.8096	368148.8132	147879.5222	86663.6267	84446.27	64666.865	65690.6958	79065.2119
tr|PCC7120DELTA_RS32830|PCC7120DELTA_RS32830	PCC7120DELTA_RS32830	PCC7120DELTA_RS32830	all0341	177	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	DUF2207 domain-containing protein 	3:Protein inferred from homology	4.52	1	0.999	1	1	1	1	1	1	     0	     0	     0	8K(304.2071), N-term(304.2071)	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr|Q44230|Q44230_NOSS1	Q44230	Q44230_NOSS1	hglK	727	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Heterocyst-specific glycolipids-directing protein 	4:Protein predicted	25.17	1	0.999	18	18	18	23	23	23	50982146	50982146	50982146	10K(304.2071), 11K(304.2071), 11M(15.9949), 12M(15.9949), 14K(304.2071), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	686880.3315	4850468.0166	11066483.6592	17785084.3369	13346755.208	6461026.623	3273608.6895	1354972.6162	723452.4404	849256.1787	340190.8088	503424.2568	320607.22120000003	321940.5872	321212.084	381347.1602	909960.3604	558137.8623
tr|Q44293|Q44293_NOSS1	Q44293	Q44293_NOSS1	nirA	536	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Nitrite reductase 	4:Protein predicted	33.58	1	0.999	18	18	18	33	33	33	190893162	190893162	190893162	10K(304.2071), 11M(15.9949), 12K(304.2071), 13K(304.2071), 13M(15.9949), 15K(304.2071), 1K(304.2071), 7C(57.0214), 8K(304.2071), 9M(15.9949), N-term(304.2071)	NA	NA	277860.9268	5618520.1133	13904794.5938	10532476.832	4439272.832	1792221.5254	829618.0876	428895.2744	293288.4004	259672.3403	149991.2114	208842.8806	209555.9194	182895.8157	215178.814	277178.4141	353899.0493	584230.6919
tr|Q44303|Q44303_NOSS1	Q44303	Q44303_NOSS1	all2511	204	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All2511 protein 	4:Protein predicted	24.02	1	0.999	6	5	6	12	7	12	215874150	47391201	215874150	17K(304.2071), 2C(57.0214), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	545433.5649	6191449.1094	29215905.4375	33578908	13845790.9062	4743649.1406	3953858.8203	2060671.9688	795467.6523	569744.8584	368036.5171	360100.4355	304704.001	192329.8711	213825.8735	352489.7529	384339.4053	350794.9009
tr|Q44528|Q44528_NOSS1	Q44528	Q44528_NOSS1	all0875	552	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Malto-oligosyltrehalose trehalohydrolase 	3:Protein inferred from homology	17.93	1	0.999	11	11	11	16	16	16	88493892	68548004	68548004	13K(304.2071), 14K(304.2071), 16K(304.2071), 1K(304.2071), 2K(304.2071), 5C(57.0214), 6C(57.0214), 7K(304.2071), 8M(15.9949), N-term(304.2071)	NA	NA	222257.6387	1585361.7773	7935731.3281	8609261.6406	4096472.8125	1357122.8672	601835.123	430431.6006	270989.9829	401102.6899	150299.7825	218531.5725	170804.9507	124093.4934	145205.9462	162023.6582	155075.28	203689.4438
tr|Q44555|Q44555_NOSS1	Q44555	Q44555_NOSS1	rbpC	110	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	RNA-binding protein 	4:Protein predicted	17.27	1	0.999	2	2	2	9	9	9	2042801120	1447126108	1447126108	8K(304.2071), N-term(304.2071)	NA	NA	7134881.0078	39707836.1406	8240534.2891	3993094.6309	1170664.4141	469994.2339	278909.28370000003	179672.8101	134671.9568	127969.499	83746.543	86489.2124	46948.6216	51090.9182	62200.6548	91699.3174	63871.7563	118677.6929
tr|Q7A260|Q7A260_NOSS1	Q7A260	Q7A260_NOSS1	nuiA	135	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Sugar-non-specific nuclease inhibitor 	1:Experimental evidence at protein level	7.41	1	0.999	1	0	1	1	0	1	2175627	     0	2175627	10K(304.2071), N-term(304.2071)	NA	NA	109633.6562	550656.25	401565.3438	197941.6719	68949.3047	25732.5527	9978.6416	0	3756.9878	4316.3447	0	0	0	0	0	0	0	0
tr|Q7A273|Q7A273_NOSS1	Q7A273	Q7A273_NOSS1	hliD2	59	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	CAB/ELIP/HLIP superfamily of protein 	4:Protein predicted	37.29	1	0.999	2	2	2	5	5	5	310237670	310237670	310237670	N-term(304.2071)	NA	NA	198725.7598	3350015.4922	11780107.5312	11578163.5625	3408505.5469	1306486.0078	675175.543	431770.6992	316500.7031	409244.3203	156062.3828	155967.5381	127423.0049	82746.8516	83444.3125	138006.6348	108011.8281	83346.4492
tr|Q7A289|Q7A289_NOSS1	Q7A289	Q7A289_NOSS1	hepK	575	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Histidine kinase 	4:Protein predicted	9.91	1	0.999	6	6	6	7	7	7	18837998	18837998	18837998	12K(304.2071), 13K(304.2071), 1K(304.2071), 5M(15.9949), 8K(304.2071), N-term(304.2071)	NA	NA	151066.3457	772751.1016	1393883.6562	3571863.375	2512542.0312	1369175.9688	619142.125	306376.793	192511.0879	148179.8965	132849.5928	118788.3311	85567.8086	58440.6025	81630.1851	106085.1406	105878.8506	113483.0254
