Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	channel_126	channel_127N	channel_127C	channel_128N	channel_128C	channel_129N	channel_129C	channel_130N	channel_130C	channel_131N	channel_131C	channel_132N	channel_132C	channel_133N	channel_133C	channel_134N	channel_134C	channel_135N
tr|Q8YPC9|Q8YPC9_NOSS1	Q8YPC9	Q8YPC9_NOSS1	hpnH	338	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4269 protein 	4:Protein predicted	9.76	1	0.999	4	4	4	4	4	4	4111661	4111661	4111661	10K(304.2071), 1C(57.0214), 5C(57.0214), 7K(304.2071), 8C(57.0214), 8K(304.2071), N-term(304.2071)	NA	NA	12165.9053	240847.0186	1159086.6016	1153908.2656	219717.4941	83842.7646	33469.6375	14129.7866	4002.189	0	7490.0967	0	3427.4814	3145.8435	6197.2407	13611.3423	4898.5654	19165.8301
tr|Q8YPD0|Q8YPD0_NOSS1	Q8YPD0	Q8YPD0_NOSS1	alr4268	327	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4268 protein 	4:Protein predicted	12.23	1	0.999	4	4	4	5	5	5	7893894	6754999	7893894	10K(304.2071), 13K(304.2071), 7K(304.2071), N-term(304.2071)	NA	NA	67727.4634	479698.1523	1007457.8906	1040923.6562	326577.8477	133779.0586	119336.0918	101203.4375	43556.6143	28786.7925	30028.1584	24030.5923	24031.0435	30950.9751	46285.9727	38980.0977	58694.9844	173581.7764
tr|Q8YPD7|Q8YPD7_NOSS1	Q8YPD7	Q8YPD7_NOSS1	all4260	145	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4260 protein 	4:Protein predicted	30.34	1	0.999	5	5	5	12	12	12	88088201	88088201	88088201	10K(304.2071), 7K(304.2071), N-term(304.2071)	NA	NA	1756043.5078	5563795.0312	2379587.1562	1613581.082	438760.832	266265.7324	210255.998	317813.0708	170554.9014	101503.0435	80138.04	87158.6758	116499.1929	104464.2056	93987.1912	59064.5161	89984.1665	117503.0527
tr|Q8YPD8|Q8YPD8_NOSS1	Q8YPD8	Q8YPD8_NOSS1	alr4259	150	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4259 protein 	4:Protein predicted	8	1	0.999	1	1	1	1	1	1	3205463	3205463	3205463	N-term(304.2071)	NA	NA	11311.7471	127137.8594	186239.7812	108728.6953	30896.9707	20829.2051	15566.291	9864.8154	4237.1211	7551.1387	5393.4014	3499.814	10089.9199	9042.8447	6434.3755	2749.7793	3211.9026	7658.4707
tr|Q8YPE5|Q8YPE5_NOSS1	Q8YPE5	Q8YPE5_NOSS1	all4252	374	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4252 protein 	4:Protein predicted	17.65	1	0.999	7	7	7	22	22	22	222995944	222995944	222995944	10K(304.2071), 11K(304.2071), 13K(304.2071), 7K(304.2071), 9K(304.2071), N-term(304.2071), N-term(42.0106)	NA	NA	1401349.5247	9167278.4727	21087224.1523	24366935.6641	6626846.6309	3355011.5547	1377116.0884	1069477.6794	467552.8777	558833.5837	500405.729	1428063.9438	291478.5233	629041.1986	427792.803	382966.2955	545449.4902	557053.4062
tr|Q8YPF3|Q8YPF3_NOSS1	Q8YPF3	Q8YPF3_NOSS1	alr4241	164	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4241 protein 	4:Protein predicted	9.76	1	0.999	2	2	2	3	3	3	17230927	17230927	17230927	7K(304.2071), N-term(304.2071)	NA	NA	515353.8125	2031763.875	4096189.75	4800258.5	1053796.375	332118.3125	138589.9219	48530.6641	23703.6973	12662.2588	12736.7393	13342.5557	20622.7285	12202.8369	19956.0918	15949.3789	19072.3047	68380.625
tr|Q8YPF4|Q8YPF4_NOSS1	Q8YPF4	Q8YPF4_NOSS1	abp4	523	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	RTX toxin transporter 	4:Protein predicted	31.17	1	0.999	15	15	15	24	24	24	22209572	22209572	22209572	10K(304.2071), 11K(304.2071), 13K(304.2071), 14K(304.2071), 8K(304.2071), 9M(15.9949), N-term(304.2071)	NA	NA	203196.3623	3121660.1016	6529194.8828	4094658.4375	1067445.8555	399130.4976	246114.6694	157794.3799	96317.0542	86914.7454	88430.3838	61011.3669	50044.6489	53110.4897	93222.9932	95187.3301	73271.6558	181666.9705
tr|Q8YPF5|Q8YPF5_NOSS1	Q8YPF5	Q8YPF5_NOSS1	alr4239	1003	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Toxin secretion ABC transporter ATP-binding protein 	4:Protein predicted	14.76	1	0.999	15	13	15	20	18	20	24287616	24287616	24287616	11M(15.9949), 14K(304.2071), 15K(304.2071), 8K(304.2071), 9M(15.9949), N-term(304.2071)	NA	NA	278044.2322	776421.5488	1261786.3789	4622282.5234	3258695.5391	1589056.0742	837481.6445	456781.6787	235060.4873	146102.3372	122814.3591	176922.9807	109030.7592	116580.3892	177985.5303	152013.8848	209168.6145	238511.7539
tr|Q8YPG2|Q8YPG2_NOSS1	Q8YPG2	Q8YPG2_NOSS1	ilvA	503	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	L-threonine dehydratase 	3:Protein inferred from homology	19.28	1	0.999	10	10	10	15	15	15	51189495	51189495	51189495	10K(304.2071), 12M(15.9949), 13K(304.2071), 15K(304.2071), 1K(304.2071), 20K(304.2071), 2C(57.0214), 3C(57.0214), 3M(15.9949), 4C(57.0214), 5C(57.0214), 5M(15.9949), N-term(304.2071)	NA	NA	202956.5198	801565.71	2270638.9023	5288343.1406	5137664.7129	2895365.8887	1072214.1719	430826.8413	358978.4705	183958.356	154549.4258	124044.6594	138087.1133	102692.5168	153288.0699	137580.1819	118218.5293	159238.3545
tr|Q8YPG3|Q8YPG3_NOSS1	Q8YPG3	Q8YPG3_NOSS1	all4231	272	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4231 protein 	4:Protein predicted	3.31	1	0.999	1	1	1	1	1	1	1824247	1824247	1824247	8M(15.9949), 9K(304.2071), N-term(304.2071)	NA	NA	8304.2715	65030.3438	208372.125	461889.75	282629.0312	143097.9219	78235.1094	48088.3203	22299.3125	13301.543	14358.9922	10162.5176	9137.8877	9888.9043	16462.2812	17973.6855	18455.2988	39371.6797
tr|Q8YPG5|Q8YPG5_NOSS1	Q8YPG5	Q8YPG5_NOSS1	alr4229	393	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4229 protein 	4:Protein predicted	4.58	1	0.999	2	2	2	2	2	2	663919	663919	663919	N-term(304.2071)	NA	NA	4481.1016	19479.5781	64577.2891	62798.4258	17880.8477	10342.1162	5696.0049	3751.1704	2075.6218	1877.037	1534.5743	2122.1353	0	0	1778.4176	1765.3468	2559.8	2992.1711
tr|Q8YPH3|Q8YPH3_NOSS1	Q8YPH3	Q8YPH3_NOSS1	all4221	287	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4221 protein 	4:Protein predicted	20.56	1	0.999	4	4	4	5	5	5	6870952	6870952	6870952	11K(304.2071), 25K(304.2071), N-term(304.2071)	NA	NA	14464.3545	354463.375	826788.6094	565257.4844	128004.5234	68680.6953	72516.0859	39482.207	20996.7803	10076.9702	8619.0278	4412.2856	0	5143.6494	2379.5203	0	5569.8171	7137.5232
tr|Q8YPH6|Q8YPH6_NOSS1	Q8YPH6	Q8YPH6_NOSS1	all4218	152	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4218 protein 	4:Protein predicted	16.45	1	0.999	3	3	3	6	6	6	46945507	46945507	46945507	8K(304.2071), N-term(304.2071)	NA	NA	225426.978	1113783.9336	2973614.9375	5194155.7266	1285413.3223000001	385308.5107	191808.5879	86807.3047	57879.3699	39518.8345	29306.6089	18906.6221	25948.603	12549.1223	35166.0757	33740.8552	55246.3977	91735.9275
tr|Q8YPJ7|Q8YPJ7_NOSS1	Q8YPJ7	Q8YPJ7_NOSS1	secY	437	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Protein translocase subunit SecY 	3:Protein inferred from homology	21.28	1	0.999	11	11	11	25	25	25	100393388	100393388	100393388	11M(15.9949), 12K(304.2071), 1M(15.9949), 9M(15.9949), N-term(304.2071)	NA	NA	198007.0509	746166.417	5916217.4102	13834256.8086	5712956.4473	1513657.4321	635331.031	351753.3569	179856.4309	127907.1093	121045.522	120779.6738	128990.1963	122153.1841	121002.0559	87233.5237	109988.7368	192776.2651
tr|Q8YPL1|Q8YPL1_NOSS1	Q8YPL1	Q8YPL1_NOSS1	all4183	564	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ATP-binding protein of ABC transporter 	4:Protein predicted	12.77	1	0.999	7	7	7	8	8	8	5561887	5561887	5561887	10K(304.2071), 11K(304.2071), 5M(15.9949), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	104923.0332	691837.2812	570167.7188	357081.375	165059.6406	87855.8105	82534.3252	34759.8052	17530.7559	18186.6848	15699.6699	15166.4048	14173.3848	17240.7458	16754.8354	15246.7791	19966.9517	98493.3379
tr|Q8YPL5|Q8YPL5_NOSS1	Q8YPL5	Q8YPL5_NOSS1	all4179	593	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4179 protein 	4:Protein predicted	1.69	1	0.999	1	1	1	1	1	1	     0	     0	     0	N-term(304.2071)	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr|Q8YPL6|Q8YPL6_NOSS1	Q8YPL6	Q8YPL6_NOSS1	alr4178	382	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4178 protein 	4:Protein predicted	16.75	1	0.999	7	7	7	7	7	7	7808382	7663428	7663428	10K(304.2071), 11K(304.2071), 4M(15.9949), 6M(15.9949), 9K(304.2071), N-term(304.2071)	NA	NA	37869.1978	365706.1797	799369.4219	814028.3359	316941.2578	165610.375	121011.9473	74397.3345	34267.6846	35120.3232	31327.9683	46352.4929	31409.2612	27509.2922	56486.8291	60987.3413	79263.2715	173629.5938
tr|Q8YPM1|Q8YPM1_NOSS1	Q8YPM1	Q8YPM1_NOSS1	alr4172	481	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4172 protein 	4:Protein predicted	6.24	1	0.999	3	3	3	3	3	3	2607064	2607064	2607064	9K(304.2071), N-term(304.2071)	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr|Q8YPM2|Q8YPM2_NOSS1	Q8YPM2	Q8YPM2_NOSS1	alr4171	317	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4171 protein 	4:Protein predicted	58.04	1	0.999	19	19	19	63	63	63	367202872	367202872	367202872	10C(57.0214), 10K(304.2071), 11K(304.2071), 16K(304.2071), 2M(15.9949), 4K(304.2071), 4M(15.9949), 5M(15.9949), 7C(57.0214), 7K(304.2071), 7M(15.9949), 8C(57.0214), 8M(15.9949), 9K(304.2071), N-term(304.2071)	NA	NA	950364.3053	8330493.4658	37085351.627	62214231.4863	14408878.3506	4860348.553	2855277.9712	1968403.9175	893908.7273	643651.053	393785.8593	364236.3911	368597.2942	376582.0458	509492.3901	385015.5315	474516.2882	886565.0408
tr|Q8YPM4|Q8YPM4_NOSS1	Q8YPM4	Q8YPM4_NOSS1	rsfS	152	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Ribosomal silencing factor RsfS 	3:Protein inferred from homology	5.92	1	0.999	2	2	2	3	3	3	3469426	3469426	3469426	1K(304.2071), N-term(304.2071)	NA	NA	12175.6719	213609.8301	202645.3789	87664.6602	22039.4966	13786.1743	4839.8105	5831.7999	2131.2651	4532.1123	0	0	0	1750.3586	3269.4839	11371.5181	9294.8711	72014.9775
tr|Q8YPM7|Q8YPM7_NOSS1	Q8YPM7	Q8YPM7_NOSS1	alr4166	381	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Permease protein of amino acid ABC transporter 	3:Protein inferred from homology	3.94	1	0.999	2	2	2	2	2	2	16920482	16920482	16920482	7K(304.2071), N-term(304.2071)	NA	NA	29126.4443	41362.0195	217644.1562	586729.6875	323805.7578	161604.7227	87232.8867	40003.8115	22350.3726	14198.2856	13302.019	16977.8271	13737.3057	11677.1724	14140.021	13660.77	11638.5713	17829.6035
tr|Q8YPM8|Q8YPM8_NOSS1	Q8YPM8	Q8YPM8_NOSS1	alr4165	308	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Permease protein of amino acid ABC transporter 	3:Protein inferred from homology	13.96	1	0.999	4	4	4	6	6	6	9533366	9533366	9533366	10M(15.9949), 15K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	37471.3706	201726.6113	1630875.7344	1783421.2812	481282.9082	191655.1582	110773.1543	57499.6128	103417.7439	50686.311	28068.2969	20561.8477	27325.876	21193.5859	27661.6206	14374.7339	29753.0842	27036.2603
tr|Q8YPN1|Q8YPN1_NOSS1	Q8YPN1	Q8YPN1_NOSS1	all4162	212	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4162 protein 	4:Protein predicted	31.6	1	0.999	10	10	10	25	25	25	128202904	128202904	128202904	10K(304.2071), 3M(15.9949), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071), N-term(42.0106)	NA	NA	1184048.9956	8501148	17046480.875	13056976.625	4374374.3906	2413405.7422	1814257.6816	956462.9609	478836.0618	295139.7646	263942.905	249261.9685	245324.8813	222658.3816	323789.0273	261535.4385	290913.9976	538765.9038
tr|Q8YPN2|Q8YPN2_NOSS1	Q8YPN2	Q8YPN2_NOSS1	queE	264	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	7-carboxy-7-deazaguanine synthase 	3:Protein inferred from homology	12.88	1	0.999	3	3	3	3	3	3	6257327	6257327	6257327	N-term(304.2071)	NA	NA	78946.5293	1283863.5312	1387367.75	805004.0391	212566.8945	108950.9102	59175.4814	52836.7212	21718.8252	37719.8208	29911.5115	18201.833	42220.3936	16386.5908	20722.8838	12054.6836	22376.7847	26818.5581
tr|Q8YPP1|Q8YPP1_NOSS1	Q8YPP1	Q8YPP1_NOSS1	all4152	450	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4152 protein 	4:Protein predicted	5.56	1	0.999	3	3	3	4	4	4	4352391	4352391	4352391	10K(304.2071), 6C(57.0214), 8K(304.2071), N-term(304.2071)	NA	NA	73346.5869	225523.1523	535906.875	616413.7031	249278.8281	133319.6016	83687.4785	36590.8174	23267.6528	18699.1094	15405.5291	23167.9351	16800.0874	32864.0303	61402.7207	129898.5273	168575.3984	1087005.7539
tr|Q8YPP2|Q8YPP2_NOSS1	Q8YPP2	Q8YPP2_NOSS1	alr4151	220	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4151 protein 	4:Protein predicted	11.36	1	0.999	2	2	2	4	4	4	2435137	2435137	2435137	12K(304.2071), 13K(304.2071), N-term(304.2071)	NA	NA	27771.9587	566837.1504	1156486.1172	528734.4395	144874.0264	73517.6387	51928.3889	26973.1133	10427.605	3716.5771	3855.3623	3145.4026	0	3648.8533	0	7848.8364	5084.0369	15390.2456
tr|Q8YPP3|Q8YPP3_NOSS1	Q8YPP3	Q8YPP3_NOSS1	map2	256	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Methionine aminopeptidase 	3:Protein inferred from homology	10.55	1	0.999	3	3	3	5	5	5	23962074	23962074	23962074	10K(304.2071), 7K(304.2071), N-term(304.2071)	NA	NA	459650.3594	2181592.3125	1408363.0781	996679.3594	303878.9395	191592.8926	166661.2744	131398.5376	68634.5874	62710.1201	58662.2786	60146.2827	38638.5024	49519.988	46667.4268	40751.7673	66207.1616	103861.3965
tr|Q8YPP5|Q8YPP5_NOSS1	Q8YPP5	Q8YPP5_NOSS1	alr4147	555	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Amidase enhancer 	4:Protein predicted	15.86	1	0.999	9	9	9	10	10	10	8418064	8418064	8418064	10K(304.2071), 11K(304.2071), 12K(304.2071), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	160848.2639	702919.8281	1733848.5625	1940767.2422	689639.2363	324301.8203	208386.0527	117576.9487	57596.7566	32762.6768	22310.7209	23207.042	32664.8462	24928.9517	31853.3391	26408.0764	32695.5774	70005.571
tr|Q8YPP7|Q8YPP7_NOSS1	Q8YPP7	Q8YPP7_NOSS1	all4145	163	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4145 protein 	3:Protein inferred from homology	25.15	1	0.999	4	4	4	7	7	7	57970194	57970194	57970194	11K(304.2071), 12K(304.2071), N-term(304.2071)	NA	NA	360469.3818	6297191.7422	4165758.5781	1211494.8711	2653474.6641	7645051.8906	4527470.7617	1081679.9902	294822.4102	105935.875	72523.7881	55173.0173	29204.6938	58510.7046	38629.3989	53253.4536	84289.0391	122315.9946
tr|Q8YPP8|Q8YPP8_NOSS1	Q8YPP8	Q8YPP8_NOSS1	grpE2	214	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4144 protein 	4:Protein predicted	17.29	1	0.999	4	4	4	4	4	4	7074555	7074555	7074555	8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	37470.8521	484060.4844	587031.9844	355198.1875	111805.9141	80931.082	196854.3594	231713.6719	130160.1445	41767.6504	23350.3545	14354.6592	11236.3218	11475.7852	14811.2446	14272.7061	13804.0361	14226.4854
tr|Q8YPQ0|Q8YPQ0_NOSS1	Q8YPQ0	Q8YPQ0_NOSS1	all4142	189	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4142 protein 	4:Protein predicted	11.11	1	0.999	2	2	2	2	2	2	1393127	1393127	1393127	13K(304.2071), N-term(304.2071)	NA	NA	40433.1562	324663.9219	259055.5547	147657.3672	32076.6621	24679.4521	29643.4561	18801.0107	8218.8467	3326.8076	2497.6113	4384.9717	2661.761	2209.9563	3998.6838	0	2430.9412	4088.3269
tr|Q8YPQ2|Q8YPQ2_NOSS1	Q8YPQ2	Q8YPQ2_NOSS1	typA	596	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	50S ribosomal subunit assembly factor BipA 	3:Protein inferred from homology	30.03	1	0.999	16	15	16	44	42	44	139182016	127811694	139182016	10K(304.2071), 10M(15.9949), 16K(304.2071), 16M(15.9949), 17K(304.2071), 1K(304.2071), 2M(15.9949), 3M(15.9949), 4M(15.9949), 5M(15.9949), 6M(15.9949), 7K(304.2071), 7M(15.9949), 8C(57.0214), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	1161764.1475	17403906.416	30554032.125	22382230.6895	7050167.0103	3140684.7737	2043812.9653	1307152.4719	617324.2145	518422.0947	424114.2141	429254.9036	364016.2461	449147.4402	700779.7825	990150.838	1192667.8362	2757659.8101
tr|Q8YPQ3|Q8YPQ3_NOSS1	Q8YPQ3	Q8YPQ3_NOSS1	all4139	238	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4139 protein 	4:Protein predicted	6.72	1	0.999	2	2	2	2	2	2	1567673	1567673	1567673	7K(304.2071), N-term(304.2071)	NA	NA	19220.6655	190080.9453	305592.4688	269432.9609	99139.7734	65873.4922	63991.6592	27536.2695	13120.707	4525.624	6351.0073	3687.033	3147.8811	3602.4045	9017.376	7491.1963	9526.668	20045.4219
tr|Q8YPQ8|Q8YPQ8_NOSS1	Q8YPQ8	Q8YPQ8_NOSS1	alr4134	123	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4134 protein 	4:Protein predicted	17.07	1	0.999	2	2	2	5	5	5	13747697	13747697	13747697	7M(15.9949), N-term(304.2071)	NA	NA	234145.0957	1924646.3281	1411560.1875	573344.125	106698.4375	46111.1807	27545.1338	22021.0117	18499.7739	6702.4885	3680.0425	4399.5328	7157.2502	6094.1881	9768.4612	8368.9106	2929.3809	13025.0149
tr|Q8YPQ9|Q8YPQ9_NOSS1	Q8YPQ9	Q8YPQ9_NOSS1	asr4133	97	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Asr4133 protein 	4:Protein predicted	27.84	1	0.999	2	2	2	2	2	2	2931258	2931258	2931258	10C(57.0214), 12K(304.2071), N-term(304.2071)	NA	NA	25967.8623	340296.2578	353789.7891	199710.1719	56915.6816	34734.7871	19012.4185	15362.8613	11999.321	19326.9639	11240.1787	20069.6104	16160.0845	10742.7644	10199.8032	8624.1475	16193.1929	21136.436
tr|Q8YPR0|Q8YPR0_NOSS1	Q8YPR0	Q8YPR0_NOSS1	alr4132	135	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4132 protein 	3:Protein inferred from homology	37.78	1	0.999	4	4	4	10	10	10	13902974	13902974	13902974	12K(304.2071), 7C(57.0214), N-term(304.2071)	NA	NA	121203.6851	700306.4531	455469.9219	319820.3398	71970.9863	52908.2783	31694.5723	19124.7395	9945.281	6147.0085	8236.2488	17078.7554	7725.3464	2129.1279	2823.4619	3241.5864	12548.5125	15383.0347
tr|Q8YPR2|Q8YPR2_NOSS1	Q8YPR2	Q8YPR2_NOSS1	all4130	301	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Binding protein of ABC transporter component 	4:Protein predicted	37.87	1	0.999	12	12	12	34	34	34	48516068	48516068	48516068	10K(304.2071), 11K(304.2071), 13K(304.2071), 14K(304.2071), 2M(15.9949), 5C(57.0214), 6M(15.9949), 7K(304.2071), N-term(304.2071)	NA	NA	642122.4624	8478574.9277	15260203.1738	9054725.625	2320087.6719	1060037.8945	696283.5591	483696.1843	252107.459	179136.0662	186337.8885	186311.5326	208464.4062	116570.5665	182869.4257	104855.3644	149152.2302	252447.1316
tr|Q8YPR4|Q8YPR4_NOSS1	Q8YPR4	Q8YPR4_NOSS1	all4128	528	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4128 protein 	4:Protein predicted	1.33	1	0.999	1	1	1	2	2	2	12758016	12758016	12758016	7K(304.2071), N-term(304.2071)	NA	NA	9437.4941	20791.8516	391511.7812	1218322.75	388055.5625	128022.9297	70933.6641	26490.8809	21312.418	7703.9023	8389.1309	6212.6519	9464.7451	7189.1416	14329.5234	9443.0713	7362.2397	13525.0107
tr|Q8YPR5|Q8YPR5_NOSS1	Q8YPR5	Q8YPR5_NOSS1	all4127	564	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4127 protein 	4:Protein predicted	5.5	1	0.999	3	3	3	3	3	3	6891827	6891827	6891827	16K(304.2071), 7K(304.2071), 8K(304.2071), 8M(15.9949), N-term(304.2071)	NA	NA	21450.3496	75819.2188	655544.0156	1832469.0938	620376.8906	209674.0469	94655.4258	60575.6621	25381.916	14368.1416	14215.311	16292.1475	10322.978	9575.5659	15112.7837	14323.0088	20266.7637	15634.1348
tr|Q8YPR9|Q8YPR9_NOSS1	Q8YPR9	Q8YPR9_NOSS1	prk	334	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Phosphoribulokinase 	3:Protein inferred from homology	28.74	1	0.999	8	8	8	34	34	34	246090992	246090992	246090992	12C(57.0214), 12K(304.2071), 14K(304.2071), 16K(304.2071), 19K(304.2071), 1K(304.2071), 7M(15.9949), N-term(304.2071)	NA	NA	798297.3713	14732229.5684	35619699.0645	45314760.168	22695625.4277	7293800.0146	2865260.103	1188786.5068	535893.8872	226663.4666	102558.2827	126569.8086	103024.6042	202257.6262	103284.6533	75854.1028	87305.2854	173628.2256
tr|Q8YPS1|Q8YPS1_NOSS1	Q8YPS1	Q8YPS1_NOSS1	thrA	429	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Homoserine dehydrogenase 	3:Protein inferred from homology	20.98	1	0.999	9	9	9	17	17	17	161387440	161387440	161387440	12C(57.0214), 7K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	129833.5815	591798.396	1952281.7783	7445335.0977	9373882.9141	3270629.3711	1280900.957	411147.4133	183266.9778	112086.6499	76679.9009	97114.7891	111185.5662	62600.6648	86898.3593	61684.2798	110891.5112	106518.9404
tr|Q8YPS3|Q8YPS3_NOSS1	Q8YPS3	Q8YPS3_NOSS1	all4118	179	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4118 protein 	4:Protein predicted	5.03	1	0.999	2	2	2	3	3	3	23487024	23487024	23487024	1K(304.2071), N-term(304.2071)	NA	NA	76757.6465	526395.375	1760635.4219	2963248.5938	1402963.8281	585380.0391	316353.7305	187224.502	134058.4023	90560.6914	79640.7812	70157.9219	79860.5625	78921.498	84183.3652	90084.8984	139937.6973	195756.2617
tr|Q8YPS4|Q8YPS4_NOSS1	Q8YPS4	Q8YPS4_NOSS1	all4117	411	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4117 protein 	4:Protein predicted	9.25	1	0.999	3	3	3	4	4	4	4397610	4397610	4397610	9K(304.2071), N-term(304.2071)	NA	NA	96955.5332	500899.8086	1284309.5469	1106915.8047	302915.8008	153670.6133	104153.7051	97059.5586	60875.9023	52077.5449	37706.9727	34334.9629	64300.6484	36359.7529	53108.75	32450.731	39754.9834	46037.5889
tr|Q8YPT2|Q8YPT2_NOSS1	Q8YPT2	Q8YPT2_NOSS1	sepN	235	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4109 protein 	4:Protein predicted	18.72	1	0.999	5	5	5	9	9	9	33159318	33159318	33159318	10K(304.2071), 11K(304.2071), 6M(15.9949), 7K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	127613.6719	1354404.8438	2275425.5312	1791878.7891	741910.1523	355531.0381	264816.9141	173488.3711	98900.7964	76249.887	74069.7644	95531.1599	125427.6687	135490.7878	171816.0996	145639.6279	164003.7231	210656.5073
tr|Q8YPT5|Q8YPT5_NOSS1	Q8YPT5	Q8YPT5_NOSS1	all4106	356	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4106 protein 	4:Protein predicted	9.55	1	0.999	3	3	3	4	4	4	53850877	9082945	9082945	19K(304.2071), N-term(304.2071)	NA	NA	29233.1309	282607.3174	974487.3916	738245.0083	141709.4912	40207.29	34606.0049	30562.5278	25794.0457	16122.0874	13986.2583	22562.7292	18721.9604	14945.8699	12887.3259	10979.8978	11098.9438	18609.0063
