Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	channel_126	channel_127N	channel_127C	channel_128N	channel_128C	channel_129N	channel_129C	channel_130N	channel_130C	channel_131N	channel_131C	channel_132N	channel_132C	channel_133N	channel_133C	channel_134N	channel_134C	channel_135N
sp|Q8YRD8|PUR2_NOSS1	Q8YRD8	PUR2_NOSS1	purD	425	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Phosphoribosylamine--glycine ligase 	3:Protein inferred from homology	38.59	1	0.999	15	15	15	70	70	70	478280456	478280456	478280456	11K(304.2071), 12K(304.2071), 13K(304.2071), 16K(304.2071), 23K(304.2071), 3M(15.9949), 6C(57.0214), 7K(304.2071), 8K(304.2071), 8M(15.9949), 9K(304.2071), N-term(304.2071)	NA	NA	10722042.2754	72627967.1406	49405623.3086	20735441.4219	6565349.6133	2924003.9834	1465015.6357	1163055.6768	803916.1865	718738.5144	712632.4324	588066.7202	573188.3765	449335.3911	644406.3088	445665.2693	581474.2412	889090.9834
sp|Q8YRI6|FMT_NOSS1	Q8YRI6	FMT_NOSS1	fmt	342	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Methionyl-tRNA formyltransferase 	3:Protein inferred from homology	28.07	1	0.999	8	8	8	12	12	12	28359850	28359850	28359850	15K(304.2071), 16K(304.2071), 17K(304.2071), 6C(57.0214), 7K(304.2071), N-term(304.2071)	NA	NA	1644196.7383	4989931.7148	3177424.2539	1330899.3613	625157.5117	409621.78	196578.8396	208239.011	119435.6934	120811.4392	129310.7488	126231.7656	99460.6084	99664.9956	185999.4504	145765.7607	140955.4912	640963.6687
sp|Q8YRI9|MINE_NOSS1	Q8YRI9	MINE_NOSS1	minE	97	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Cell division topological specificity factor 	3:Protein inferred from homology	39.18	1	0.999	4	4	4	6	6	6	38320343	38320343	38320343	10K(304.2071), 7C(57.0214), N-term(304.2071)	NA	NA	1026625.9512	8930410.8438	6528937.9609	2097914.8652	621099.7822	280858.793	146808.0229	117608.4243	68680.0532	62408.6909	53014.8535	57404.5659	42698.7368	52143.2324	61062.656	82120.4707	97675.3667	299441.0342
sp|Q8YRJ1|MINC_NOSS1	Q8YRJ1	MINC_NOSS1	minC	366	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Probable septum site-determining protein MinC 	3:Protein inferred from homology	7.65	1	0.999	2	2	2	2	2	2	     0	     0	     0	14M(15.9949), N-term(304.2071)	NA	NA	135248.75	1042902.625	673088.5625	174324.1875	81137.8359	73245.9688	23962.8535	57738.293	38888.375	20967.7168	31519.3359	24271.2129	26224.793	28784.2422	81476.5781	81867.3125	73723.5391	151563.375
sp|Q8YRK5|CHLB_NOSS1	Q8YRK5	CHLB_NOSS1	chlB	508	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Light-independent protochlorophyllide reductase subunit B 	3:Protein inferred from homology	12.4	1	0.999	6	6	6	9	9	9	11625175	11625175	11625175	10K(304.2071), 11K(304.2071), 11M(15.9949), 4C(57.0214), 8K(304.2071), N-term(304.2071)	NA	NA	147103.3965	900277.9531	1722264.3828	1070852.4609	582154.3828	519868.3301	292894.6411	190478.1953	84494.3301	65617.7275	57995.4385	67761.1357	63666.4299	64908.2485	96390.6875	114784.0513	138884.8545	467626.0938
sp|Q8YRL8|RL20_NOSS1	Q8YRL8	RL20_NOSS1	rplT	118	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	50S ribosomal protein L20 	3:Protein inferred from homology	45.76	1	0.999	5	5	5	12	12	12	337493752	337493752	337493752	14K(304.2071), 15K(304.2071), 1K(304.2071), 1M(15.9949), 9K(304.2071), N-term(304.2071)	NA	NA	512665.5361	1489103.916	1827870.0781	1210383.2266	2230007.5249	1861862.55	714113.5176	449345.644	254049.3381	351678.9155	289586.0967	257218.2512	290714.437	708668.5171	1545135.04	5335887.5557	11858913.7344	65142304.125
sp|Q8YRL9|RL35_NOSS1	Q8YRL9	RL35_NOSS1	rpmI	65	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	50S ribosomal protein L35 	3:Protein inferred from homology	30.77	1	0.999	2	2	2	3	3	3	133527028	133527028	133527028	7K(304.2071), N-term(304.2071)	NA	NA	287939.4219	898466.8828	1338863.8672	906917.4648	1224898.75	1243273.8828	430143.5859	342616.8652	181092.3027	195650.125	163529.5898	156494.5186	101639.3721	362256.8662	654018.7227	1584766.5312	2131217.1875	18167304
sp|Q8YRM9|YIDC_NOSS1	Q8YRM9	YIDC_NOSS1	yidC	380	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Membrane protein insertase YidC 	3:Protein inferred from homology	34.47	1	0.999	12	12	12	71	71	71	668213280	668213280	668213280	10K(304.2071), 22K(304.2071), 2K(304.2071), 5M(15.9949), 6M(15.9949), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	4140442.2461	56355785.2383	137983273.0781	74275505.9141	21351596.4062	10026518.8779	3882194.3398	3027635.7749	1551683.6226	1513460.564	1332133.2495	1012361.2153	1089535.9265	1062210.5593	1598354.2493	1429562.1509	1619300.4941	3161890.991
sp|Q8YRP2|NDK_NOSS1	Q8YRP2	NDK_NOSS1	ndk	149	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Nucleoside diphosphate kinase 	3:Protein inferred from homology	53.69	1	0.999	9	9	9	94	94	94	2125607904	2125607904	2125607904	14K(304.2071), 1K(304.2071), 6K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	7947675.5989	61264335.4766	476979643.8975	259429263.6201	50305676.1367	20045249.7646	5870581.0466	3547973.1614	1541696.4185	967087.2229	948576.2571	829231.5127	1099793.8148	1105551.5388	874267.0968	742532.6375	782626.9993	1939165.8682
sp|Q8YRR1|MOAC_NOSS1	Q8YRR1	MOAC_NOSS1	moaC	168	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Cyclic pyranopterin monophosphate synthase 	3:Protein inferred from homology	42.26	1	0.999	6	6	6	9	9	9	21589690	21589690	21589690	16K(304.2071), 16M(15.9949), 22K(304.2071), 2M(15.9949), 5M(15.9949), 8K(304.2071), 9C(57.0214), N-term(304.2071)	NA	NA	1061727.9688	4972046	2826813.7812	945267.5781	397514.0195	260613.7148	182183.332	221018.8184	252138.7705	145911.7148	127432.3291	107810.873	118909.5791	112549.0513	118805.8262	104517.4229	107882.3594	193462.541
sp|Q8YRR9|RECF_NOSS1	Q8YRR9	RECF_NOSS1	recF	376	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	DNA replication and repair protein RecF 	3:Protein inferred from homology	10.37	1	0.999	3	3	3	3	3	3	     0	     0	     0	11K(304.2071), N-term(304.2071)	NA	NA	51857.2148	172125.4688	211338.2344	140656.2188	83763.4062	46715.2734	26124.3418	33191.3711	15486.3203	1049697.125	0	23065.998	19173.3457	18381.2227	19471.6758	15980.7246	23019.0371	60384.2227
sp|Q8YRT8|NDHH_NOSS1	Q8YRT8	NDHH_NOSS1	ndhH	394	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	"NAD(P)H-quinone oxidoreductase subunit H "	3:Protein inferred from homology	26.65	1	0.999	11	11	11	51	51	51	561387928	561387928	561387928	13K(304.2071), 1K(304.2071), 2M(15.9949), 3M(15.9949), 4M(15.9949), 7K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	2092590.8379	13240945.4883	22607220.3281	37019302.8945	58238457.0449	56260848.2539	40041343.8789	27333060.7422	13459519.0154	9558612.2061	7268833.3101	4813574.7485	3643018.7344	4220667.1113	5186999.0059	4415562.239	4879841.9912	6245123.8799
sp|Q8YRU9|TKT_NOSS1	Q8YRU9	TKT_NOSS1	tkt	670	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Transketolase 	1:Experimental evidence at protein level	58.36	1	0.999	29	29	29	279	279	279	3703239936	3703239936	3703239936	10C(57.0214), 10K(304.2071), 11K(304.2071), 12K(304.2071), 13K(304.2071), 13M(15.9949), 16K(304.2071), 18K(304.2071), 1K(304.2071), 21K(304.2071), 24K(304.2071), 26K(304.2071), 2K(304.2071), 3K(304.2071), 40K(304.2071), 5C(57.0214), 5K(304.2071), 6C(57.0214), 7K(304.2071), 8K(304.2071), 8M(15.9949), 9K(304.2071), 9M(15.9949), N-term(304.2071), N-term(42.0106)	NA	NA	9093352.4458	39698796.9343	193967307.5679	1573416575.502	875661615.1035	286129455.8032	78090142.1401	29343213.2119	11863179.7388	6184405.3811	3981734.8474	3245646.7014	3287273.9551	3982195.6843	5943496.4556	4007537.7864	3440148.0867	6232375.9099
sp|Q8YRZ2|ACSF3_NOSS1	Q8YRZ2	ACSF3_NOSS1	acsF3	358	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Magnesium-protoporphyrin IX monomethyl ester [oxidative] cyclase 3 	3:Protein inferred from homology	46.09	1	0.999	16	13	16	26	21	26	81779828	45016734	81779828	10K(304.2071), 11K(304.2071), 12K(304.2071), 13K(304.2071), 1K(304.2071), 2C(57.0214), 4C(57.0214), 4M(15.9949), 5K(304.2071), 7K(304.2071), 8K(304.2071), 9M(15.9949), N-term(304.2071)	NA	NA	1290836.3872	9076197.7578	17144808.75	9681311.1836	4294910.1191	2490814.1602	1158206.4937	851132.3379	486218.1028	692094.4434	641411.887	319216.9954	372668.1335	491066.3115	863143.2429	714389.4067	846481.5127	1818115.3369
sp|Q8YS09|SYL_NOSS1	Q8YS09	SYL_NOSS1	leuS	872	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Leucine--tRNA ligase 	3:Protein inferred from homology	38.53	1	0.999	32	31	32	85	84	85	500477216	434830544	500477216	10K(304.2071), 11C(57.0214), 11K(304.2071), 12K(304.2071), 13K(304.2071), 14C(57.0214), 16C(57.0214), 16K(304.2071), 17K(304.2071), 19C(57.0214), 1K(304.2071), 22K(304.2071), 24K(304.2071), 27K(304.2071), 2M(15.9949), 5K(304.2071), 5M(15.9949), 6M(15.9949), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	5652812.2258	65317801.125	222717624.4844	87903158.5	23007552.623	12530798.1528	4192549.0386	3399726.7827	2629123.7795	2078482.4463	2211241.2004	1890399.5344	1660026.0985	1712109.0015	3205459.7874	1979154.9146	1894888.6228	5176804.7576
sp|Q8YS26|GSA_NOSS1	Q8YS26	GSA_NOSS1	hemL	432	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Glutamate-1-semialdehyde 2,1-aminomutase 	3:Protein inferred from homology	29.17	1	0.999	9	9	9	40	40	40	424897184	424897184	424897184	10M(15.9949), 12K(304.2071), 12M(15.9949), 13K(304.2071), 18K(304.2071), 9C(57.0214), 9K(304.2071), N-term(304.2071)	NA	NA	1389950.2473	17358439.2236	74724958.9336	34970707.4863	7507024.3418	2806927.6802	1053482.7	671507.4971	340426.8545	274528.5217	202760.07689999999	189874.7678	196528.8618	146906.5808	200343.824	194873.9697	210791.5237	539464.8965
sp|Q8YS28|HIS2_NOSS1	Q8YS28	HIS2_NOSS1	hisIE	216	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Histidine biosynthesis bifunctional protein HisIE 	3:Protein inferred from homology	31.48	1	0.999	6	6	6	13	13	13	54914162	54914162	54914162	10M(15.9949), 11K(304.2071), 12C(57.0214), 13K(304.2071), 2C(57.0214), 8K(304.2071), 9K(304.2071), N-term(304.2071), N-term(42.0106)	NA	NA	780437.3604	9440192.543	14675929.0469	5562646.5547	1483202.0225	662727.7476	237994.4834	206098.314	114080.9641	99766.6475	85696.0259	81980.2798	76569.9495	66070.2478	86013.8623	67542.4497	88684.9756	192251.8684
sp|Q8YS61|ISPE_NOSS1	Q8YS61	ISPE_NOSS1	ispE	317	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase 	3:Protein inferred from homology	26.81	1	0.999	9	9	9	10	10	10	59208057	59208057	59208057	11K(304.2071), 5M(15.9949), 7K(304.2071), N-term(304.2071)	NA	NA	884801.6348	5188988.3906	5052682.0234	2596897.3672	1544998.5586	1435564.7617	834078.0293	500436.8818	264073.0947	223967.8191	186835.7861	163704.2759	155335.2275	209078.8765	359409.5176	498897.3276	645784.7749	2223247.4668
sp|Q8YS62|RSMA_NOSS1	Q8YS62	RSMA_NOSS1	rsmA	271	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Ribosomal RNA small subunit methyltransferase A 	3:Protein inferred from homology	11.81	1	0.999	3	3	3	3	3	3	4653342	4653342	4653342	16K(304.2071), 4C(57.0214), N-term(304.2071)	NA	NA	132330.6094	309774.6562	337460.5	198533.7031	204829.7656	169329.0469	75141.8125	71089.4844	53005.4727	37905.332	50783.1211	38451.7656	38149.0352	76082.5938	147128.4531	119846.0703	135397.6875	881591.1875
sp|Q8YS75|GCH1L_NOSS1	Q8YS75	GCH1L_NOSS1	alr3216	263	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	GTP cyclohydrolase 1 type 2 homolog 	3:Protein inferred from homology	27.76	1	0.999	6	6	6	12	12	12	52414611	52414611	52414611	17C(57.0214), 7M(15.9949), 8M(15.9949), N-term(304.2071)	NA	NA	631544.4956	1320294.7012	1576506.8047	3384293.4375	6139102.916	2927726.5996	889688.1416	434843.2341	205610.2324	127167.0044	122472.959	105410.7614	506515.6912	98766.7651	192837.2319	139376.8623	153871.6868	497833.1018
sp|Q8YS86|SYE_NOSS1	Q8YS86	SYE_NOSS1	gltX	480	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Glutamate--tRNA ligase 	3:Protein inferred from homology	29.38	1	0.999	15	15	15	35	35	35	178312604	178312604	178312604	10K(304.2071), 10M(15.9949), 11K(304.2071), 1C(57.0214), 2K(304.2071), 7M(15.9949), 8K(304.2071), 8M(15.9949), 9K(304.2071), N-term(304.2071)	NA	NA	2266864.2021	27178194.2188	36498751.1562	10590137.6016	3788026.5039	1914649.1445	938428.6123	822965.6636	444826.7168	415129.0132	404926.0256	324500.0034	342823.4167	276276.7554	374251.1658	328252.7803	330336.97120000003	644586.5249
sp|Q8YS98|YCF3_NOSS1	Q8YS98	YCF3_NOSS1	all3193	173	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Photosystem I assembly protein Ycf3 	3:Protein inferred from homology	43.93	1	0.999	6	6	6	7	7	7	36417092	36417092	36417092	11K(304.2071), 18K(304.2071), 19K(304.2071), 5M(15.9949), 6K(304.2071), 7K(304.2071), N-term(304.2071)	NA	NA	484405.6816	4308817.2109	1944748.6562	572717.6445	272212.6631	221855.8223	125170.3857	83313.7827	52435.5649	33241.8674	41238.1084	24723.2188	38475.1636	40434.0518	44652.6853	37438.0977	36075.5781	62521.4912
sp|Q8YSA7|RSMG_NOSS1	Q8YSA7	RSMG_NOSS1	rsmG	245	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Ribosomal RNA small subunit methyltransferase G 	3:Protein inferred from homology	22.86	1	0.999	6	6	6	7	7	7	23075898	23075898	23075898	10K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	245364.6523	2491414.125	1880499.125	650389.5078	276970.8867	181691.9043	105187.1621	76283.7246	38124.0938	32740.7295	33626.6787	25658.5068	31605.856	33942.3179	57985.6729	78361.25	93172.6826	335018.9102
sp|Q8YSC1|RRP3_NOSS1	Q8YSC1	RRP3_NOSS1	asr3168	99	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Probable 30S ribosomal protein PSRP-3 	3:Protein inferred from homology	56.57	1	0.999	6	6	6	22	22	22	421671348	421671348	421671348	10K(304.2071), 4M(15.9949), 7K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	89331152.7305	36077091.2578	23498445.7285	11317303.7607	7044271.7114	5647756.8403	4288354.1875	3833067.2437	1818786.4773	1291630.0134	937783.2305	752980.0771	944024.9746	752195.2671	931982.6321	809877.4146	723659.7461	1131702.8096
sp|Q8YSD5|KDPB2_NOSS1	Q8YSD5	KDPB2_NOSS1	kdpB	708	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Potassium-transporting ATPase ATP-binding subunit 2 	3:Protein inferred from homology	10.73	1	0.999	7	7	7	10	10	10	14487542	14487542	14487542	7K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	159762.1875	755298.9531	1388868.3594	1590014.125	4225460.875	2035152.75	609774.4531	373334.3984	193701.6641	124871.8613	102872.9297	36486.1699	38234.2246	109656.9961	194400.1348	126934.0059	124116.2773	221740.332
sp|Q8YSE9|Y3139_NOSS1	Q8YSE9	Y3139_NOSS1	surE	226	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Putative 5'-nucleotidase alr3139 	3:Protein inferred from homology	39.82	1	0.999	7	7	7	13	13	13	54427766	54427766	54427766	11K(304.2071), 14C(57.0214), 14K(304.2071), 16K(304.2071), 4M(15.9949), 9K(304.2071), N-term(304.2071)	NA	NA	865701.9873	10267460.5234	6783160.5977	2046614.375	662251.7163	305651.9194	104521.823	89747.5764	56002.5449	39645.5132	37116.3618	27650.3311	26469.0098	11675.209	19820.731	13384.1724	38247.5537	46640.1726
sp|Q8YSI5|YQGF_NOSS1	Q8YSI5	YQGF_NOSS1	ruvX	151	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Putative pre-16S rRNA nuclease 	3:Protein inferred from homology	7.95	1	0.9986	1	1	1	1	1	1	608343	608343	608343	N-term(304.2071)	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q8YSJ2|PUR9_NOSS1	Q8YSJ2	PUR9_NOSS1	purH	506	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Bifunctional purine biosynthesis protein PurH 	3:Protein inferred from homology	53.75	1	0.999	19	19	19	76	76	76	1022990112	1022990112	1022990112	10M(15.9949), 11C(57.0214), 12K(304.2071), 15K(304.2071), 17K(304.2071), 19K(304.2071), 26K(304.2071), 30K(304.2071), 5C(57.0214), 8K(304.2071), 9K(304.2071), 9M(15.9949), N-term(304.2071)	NA	NA	2585815.9761	13455150.8906	129477848.8652	86103500.6504	17112807.4741	6912477.3066	2726632.6448	2263182.292	1014565.0079	773560.6913	811922.735	596436.4531	632439.2603	469745.4076	708796.2783	523100.3262	595473.1768	1176643.7407
sp|Q8YSK0|SFSA_NOSS1	Q8YSK0	SFSA_NOSS1	sfsA	241	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Sugar fermentation stimulation protein homolog 	3:Protein inferred from homology	9.54	1	0.999	3	3	3	3	3	3	4776542	4776542	4776542	10K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	102809.8828	810941.9531	443498.3203	188348.1406	64577.6992	35035.8359	22291.0991	16572.3354	8636.4209	4955.0176	11472.9658	5022.2979	7355.2876	4490.9785	6775.9233	11764.6653	14678.7842	61071.9883
sp|Q8YSK6|DEF1_NOSS1	Q8YSK6	DEF1_NOSS1	def2	187	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Peptide deformylase 1 	3:Protein inferred from homology	38.5	1	0.999	7	7	7	14	14	14	68697041	68697041	68697041	10K(304.2071), 13K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	8322121.5	10940873.0781	3535103.7031	1393587.418	573302.5508	499870.6611	229176.2441	463161.1992	141049.5151	194647.9124	99759.5146	127602.4358	112041.2004	90516.8442	169136.8198	120864.4397	134051.0991	506628.1367
sp|Q8YSL0|LPXD_NOSS1	Q8YSL0	LPXD_NOSS1	lpxD	349	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	UDP-3-O-acylglucosamine N-acyltransferase 	3:Protein inferred from homology	37.25	1	0.999	8	8	8	14	14	14	62880874	62880874	62880874	11C(57.0214), 14K(304.2071), 17C(57.0214), 21M(15.9949), 25M(15.9949), 30K(304.2071), 4M(15.9949), 5C(57.0214), 7C(57.0214), N-term(304.2071)	NA	NA	245948.2715	1154447.7617	4321352.4375	6991796.9414	2368042.2656	845409.0742	345562.5244	176205.9824	109322.6318	97648.686	100747.2778	85038.1299	97783.9719	99367.958	113198.9326	152939.4595	166038.9124	532143.4292
sp|Q8YSM8|HISX1_NOSS1	Q8YSM8	HISX1_NOSS1	hisD2	431	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Histidinol dehydrogenase 1 	3:Protein inferred from homology	39.21	1	0.999	14	14	14	25	25	25	210456524	210456524	210456524	12K(304.2071), 13K(304.2071), 15K(304.2071), 1C(57.0214), 6C(57.0214), 7K(304.2071), 9M(15.9949), N-term(304.2071)	NA	NA	739594.9712	6252930.9551	25749056.8086	13572475.2578	3156422.4736	1488403.7656	821211.8284	685157.6709	314190.1978	183662.1885	224227.1108	167450.7954	157937.1406	185685.3835	197119.9624	159092.3877	242960.6709	426332.9944
sp|Q8YSQ6|TMBP_NOSS1	Q8YSQ6	TMBP_NOSS1	all3028	364	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Monocarboxylate 2-oxoacid-binding periplasmic protein all3028 	1:Experimental evidence at protein level	14.29	1	0.999	5	5	5	13	13	13	206555410	206555410	206555410	13K(304.2071), 7K(304.2071), 9M(15.9949), N-term(304.2071)	NA	NA	813701.2617	3086497.2119	14090552.5742	9583253.7656	2578651.7227	1316153.5137	601091.0527	542243.0923	294932.8735	255889.9199	265782.3821	209537.5161	218028.4297	239185.3953	285089.5254	278572.0779	301807.1777	526387.6963
sp|Q8YSU5|Y2987_NOSS1	Q8YSU5	Y2987_NOSS1	alr2987	307	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	UPF0187 protein alr2987 	3:Protein inferred from homology	4.23	1	0.999	1	1	1	1	1	1	     0	     0	     0	N-term(304.2071)	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q8YSU9|SYY_NOSS1	Q8YSU9	SYY_NOSS1	tyrS	398	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Tyrosine--tRNA ligase 	3:Protein inferred from homology	28.39	1	0.999	12	12	12	23	23	23	388849414	388849414	388849414	10K(304.2071), 12K(304.2071), 13M(15.9949), 16K(304.2071), 1K(304.2071), 2M(15.9949), 7K(304.2071), 8K(304.2071), 8M(15.9949), N-term(304.2071)	NA	NA	4608855.2681	31635445.1211	33158589.0234	9984177.7207	8961770.293	8029794.0181	3251898.6128	2997467.1104	2019353.9932	1732455.1301	1683015.4875	1560600.5061	1160554.5537	2045173.0127	2451340.9722	2162454.9319	2050403.5552	7864023.374
sp|Q8YSY4|PYRFE_NOSS1	Q8YSY4	PYRFE_NOSS1	pyrFE	477	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Bifunctional enzyme PyrF/PyrE 	3:Protein inferred from homology	19.5	1	0.999	8	8	8	15	15	15	39032123	39032123	39032123	12K(304.2071), 13K(304.2071), 16K(304.2071), 3M(15.9949), 8K(304.2071), N-term(304.2071)	NA	NA	517462.1484	3291060.6406	5266121.9531	2810270.8672	1227552.4043	744277.6309	351498.1074	300733.3916	178171.1738	164574.1367	201735.6304	153393.5593	306993.7734	181095.6357	301406.9048	334116.1553	450121.4785	1467291.4707
sp|Q8YSZ1|SODF_NOSS1	Q8YSZ1	SODF_NOSS1	sodB	200	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Superoxide dismutase [Fe] 	3:Protein inferred from homology	54	1	0.999	9	9	9	123	123	123	3896919296	3896919296	3896919296	10K(304.2071), 11K(304.2071), 13K(304.2071), 18K(304.2071), 19M(15.9949), 20K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	149782747.4062	1592876709.4688	868646423.0312	164656310.1553	40156788.3115	12561715.543	5344623.5205	2533298.0671	1567751.3677	1153211.647	1048548.6858	958543.543	1178831.7708	819560.6553	1051939.6831	843562.7554	1014549.345	2380178.2129
sp|Q8YSZ3|PANCY_NOSS1	Q8YSZ3	PANCY_NOSS1	panC	534	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Bifunctional pantoate ligase/cytidylate kinase 	3:Protein inferred from homology	26.97	1	0.999	14	14	14	17	17	17	19312988	19312988	19312988	10K(304.2071), 11M(15.9949), 13K(304.2071), 1K(304.2071), 7C(57.0214), 7K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	409254.1279	783754.5469	3747410.8906	3322401.25	1047048.4492	638477.459	300609.2119	304925.4839	197290.5684	139303.0286	174463.6387	201072.418	314249.0239	180136.3506	179833.0054	205747.5234	198820.3357	584889.6406
sp|Q8YSZ4|RLPA_NOSS1	Q8YSZ4	RLPA_NOSS1	rlpA	371	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Probable endolytic peptidoglycan transglycosylase RlpA 	3:Protein inferred from homology	6.47	1	0.999	3	3	3	3	3	3	25573488	25573488	25573488	10K(304.2071), 7K(304.2071), N-term(304.2071)	NA	NA	6424985.9531	1339619.8125	994982.6484	307361.2188	197257.8789	938488.0508	163791.0742	165588.252	230860.8418	195798.1406	224626.8613	59464.9385	54760.1055	139979.8672	81962.1738	88614.3579	79742.8701	138994.0996
sp|Q8YSZ5|GLSA_NOSS1	Q8YSZ5	GLSA_NOSS1	glsA	334	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Glutaminase 	3:Protein inferred from homology	19.76	1	0.999	5	5	5	12	12	12	37154774	37154774	37154774	18K(304.2071), 19K(304.2071), 6M(15.9949), 8K(304.2071), N-term(304.2071), N-term(42.0106)	NA	NA	237085.2158	2418342.125	5392544.3594	3431387.0781	1109420.8457	436857.8418	204734.6006	192412.8848	84000.6553	92343.978	127200.9824	88786.6694	86741.5415	71963.5674	111439.3887	89852.3267	62281.3845	124346.1138
sp|Q8YT12|HISZ_NOSS1	Q8YT12	HISZ_NOSS1	hisZ	404	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ATP phosphoribosyltransferase regulatory subunit 	3:Protein inferred from homology	21.29	1	0.999	9	9	9	14	14	14	86680710	86680710	86680710	11K(304.2071), 5M(15.9949), 9K(304.2071), N-term(304.2071)	NA	NA	329142.1475	2324013.4375	4081683.8438	1249626.332	1968833.457	6872617.25	2596459.5039	875378.2734	249999.873	148522.1416	175189.8896	102221.6787	121017.5303	161305.4116	118192.2676	100057.6538	85710.0273	200569.2939
