Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	channel_126	channel_127N	channel_127C	channel_128N	channel_128C	channel_129N	channel_129C	channel_130N	channel_130C	channel_131N	channel_131C	channel_132N	channel_132C	channel_133N	channel_133C	channel_134N	channel_134C	channel_135N
tr|Q8YN89|Q8YN89_NOSS1	Q8YN89	Q8YN89_NOSS1	all4679	229	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4679 protein 	4:Protein predicted	21.4	1	0.999	4	4	4	5	5	5	24267643	24267643	24267643	20K(304.2071), N-term(304.2071)	NA	NA	66241.1938	766811.2852	938026.3828	296316.7598	110775.5674	65479.0928	37853.8735	22516.9072	24325.8867	11273.0186	18650.1133	9379.3535	16756.1399	11283.9424	9530.9395	9638.0244	21772.1958	11298.4326
tr|Q8YN96|Q8YN96_NOSS1	Q8YN96	Q8YN96_NOSS1	all4671	193	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4671 protein 	4:Protein predicted	11.92	1	0.999	3	3	3	5	5	5	18595126	18595126	18595126	8K(304.2071), N-term(304.2071)	NA	NA	139829.4023	1240902.125	739454.5	176827.875	69321.207	41031.3447	32111.8369	18681.4878	17666.6445	14447.2109	11928.7383	14305.4478	14984.0347	12455.6211	12704.6221	10243.7273	14763.0347	24002.0977
tr|Q8YN99|Q8YN99_NOSS1	Q8YN99	Q8YN99_NOSS1	all4668	560	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Serine/threonine kinase 	4:Protein predicted	29.11	1	0.999	16	15	16	46	39	46	159918858	159918858	159918858	11K(304.2071), 15K(304.2071), 1M(15.9949), 2K(304.2071), 5K(304.2071), 6M(15.9949), 9M(15.9949), N-term(304.2071)	NA	NA	2704953.3171	22359832.543	37152791.2266	15375962.1152	4902206.1416	2423758.084	1131757.24	620224.3241	474944.7747	384516.7993	405676.3779	369091.5259	488915.5835	285927.4373	368385.6797	321348.1709	528615.9456	576454.2012
tr|Q8YNA2|Q8YNA2_NOSS1	Q8YNA2	Q8YNA2_NOSS1	all4665	364	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4665 protein 	4:Protein predicted	29.95	1	0.999	9	9	9	18	18	18	51296431	51296431	51296431	13K(304.2071), 13M(15.9949), 14K(304.2071), 15K(304.2071), 2M(15.9949), 3M(15.9949), N-term(304.2071)	NA	NA	445147.623	4706816.5781	9263943.5938	4707355.875	2439572.8164	1324471.7148	486456.6465	343930.5195	320205.5269	285098.3247	335201.8066	276547.2725	382198.6812	430424.6772	281569.811	264289.2456	461354.6738	885565.3945
tr|Q8YNA6|Q8YNA6_NOSS1	Q8YNA6	Q8YNA6_NOSS1	alr4661	185	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Glutathione S-transferase 	4:Protein predicted	21.62	1	0.999	4	4	4	22	22	22	532791792	532791792	532791792	10K(304.2071), 14K(304.2071), 2M(15.9949), N-term(304.2071)	NA	NA	3453199.6768	52722289.7148	33169394.7812	10543501.9727	3940063.7305	2225810.1133	1392967.0107	665858.4463	556769.79	380123.8213	397072.304	466299.2729	336383.7612	238324.4287	338302.9453	495225.1321	542472.353	680632.0601
tr|Q8YNA7|Q8YNA7_NOSS1	Q8YNA7	Q8YNA7_NOSS1	alr4660	154	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4660 protein 	4:Protein predicted	17.53	1	0.999	3	3	3	3	3	3	15719698	15719698	15719698	13K(304.2071), 7K(304.2071), N-term(304.2071)	NA	NA	475543.1406	1618354.125	838054.625	340437.6562	131545.1094	86392.5586	52450.9951	45600.5518	34544.665	29547.4053	37118.7734	26656.7134	38889.9844	27098.2539	28112.759	25223.6113	31919.042	41944.2168
tr|Q8YNB1|Q8YNB1_NOSS1	Q8YNB1	Q8YNB1_NOSS1	all4656	416	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4656 protein 	4:Protein predicted	6.97	1	0.999	3	3	3	3	3	3	2958026	2958026	2958026	7K(304.2071), N-term(304.2071)	NA	NA	34207.8047	455452.7344	1147006.875	635791.6367	220991.6836	134941.7773	73069.5166	47883.9915	26414.4126	23661.2698	32167.825	31586.3833	33013.1099	17484.6914	24443.8359	22456.3906	31338.1025	90847.2266
tr|Q8YNC1|Q8YNC1_NOSS1	Q8YNC1	Q8YNC1_NOSS1	alr4646	488	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Neopullulanase 	3:Protein inferred from homology	35.04	1	0.999	16	16	16	56	56	56	286183496	286183496	286183496	10K(304.2071), 12K(304.2071), 12M(15.9949), 16K(304.2071), 20K(304.2071), 3C(57.0214), 4M(15.9949), 8K(304.2071), N-term(304.2071)	NA	NA	1039778.7322	5216055.8066	28436573.5605	57452603.666	20617841.6299	7348379.6064	2720985.6204	1758405.1768	1077495.9597	697170.3711	839547.1498	610991.8586	792458.1702	446962.3191	988199.5879	366813.8513	795335.9573	1129862.4512
tr|Q8YNC3|Q8YNC3_NOSS1	Q8YNC3	Q8YNC3_NOSS1	all4643	333	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Chaperone DnaJ protein 	4:Protein predicted	28.23	1	0.999	11	10	11	22	20	22	62428139	62428139	62428139	10K(304.2071), 2M(15.9949), 6K(304.2071), 6M(15.9949), 7K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	1347861.834	13151266.8906	16455420.875	4620504.4297	1393765.2285	815301.8516	548842.5603	495751.7109	299327.0654	216185.3274	222020.5974	296835.7751	248644.9707	361486.1343	200409.8276	186088.7117	276430.5676	352035.1914
tr|Q8YNC5|Q8YNC5_NOSS1	Q8YNC5	Q8YNC5_NOSS1	alr4641	203	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Peroxiredoxin 	3:Protein inferred from homology	63.55	1	0.999	12	11	12	134	123	134	3661669248	2860309824	3661669248	16C(57.0214), 16K(304.2071), 17K(304.2071), 18K(304.2071), 19K(304.2071), 1K(304.2071), 25K(304.2071), 2M(15.9949), 7K(304.2071), 8K(304.2071), N-term(304.2071), N-term(42.0106)	NA	NA	22478252.9731	306384069.5264	367603510.9482	237625162.8462	889161763.6289	682725420.0195	149064613.4275	40912623.146	16481375.137	5695835.688	3858330.1292	3583673.6523	2870126.1161	1693916.7744	2054279.2078	2471001.5396	3792963.3293	8556763.9124
tr|Q8YNC7|Q8YNC7_NOSS1	Q8YNC7	Q8YNC7_NOSS1	all4639	687	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4639 protein 	4:Protein predicted	15.14	1	0.999	10	10	10	14	14	14	25332922	25332922	25332922	4M(15.9949), 7K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	314601.4143	1551696.7812	11902470.0703	10576401.5234	3310933.9434	1501895.3145	562254.6797	341897.5728	282279.0938	227439.2222	259824.0054	224974.165	261430.7197	171535.2534	215451.5159	176349.2175	318794.3647	367518.7949
tr|Q8YND0|Q8YND0_NOSS1	Q8YND0	Q8YND0_NOSS1	all4636	401	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4636 protein 	4:Protein predicted	6.73	1	0.999	3	3	3	3	3	3	6994965	6994965	6994965	8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	25745.7314	208763.7891	581784.7188	801358.4375	583446.625	355679.5938	132313.3125	56656.4355	45510.2559	28338.6338	26462.668	31309.3838	31289.8545	18697.6729	29758.2627	27573.7988	36517.2949	64185.6953
tr|Q8YND1|Q8YND1_NOSS1	Q8YND1	Q8YND1_NOSS1	all4635	219	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Two-component response regulator 	4:Protein predicted	17.81	1	0.999	3	3	3	3	3	3	70270873	70270873	70270873	16M(15.9949), 18M(15.9949), N-term(304.2071)	NA	NA	253382.8828	1162108.9375	710235.7969	324659.8594	278162.6719	131368.0918	69558.0742	48063.1035	29154.5396	13578.6958	25196.6768	21677.395	21995.6348	15983.3701	19752.6108	15959.6152	17734.728	33046.3872
tr|Q8YND2|Q8YND2_NOSS1	Q8YND2	Q8YND2_NOSS1	alr4634	140	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4634 protein 	4:Protein predicted	28.57	1	0.999	5	4	5	8	6	8	23479412	14476661	23479412	11K(304.2071), 12K(304.2071), 1K(304.2071), 3C(57.0214), 7K(304.2071), N-term(304.2071)	NA	NA	587529.3154	4238989.1758	2230187.2461	807058.8184	277586.082	148664.5293	97580.9268	70921.3779	59218.0386	33210.9609	32540.8257	51497.2354	48325.7515	40715.7336	21861.1108	18607.364	40138.7886	40590.2295
tr|Q8YNE1|Q8YNE1_NOSS1	Q8YNE1	Q8YNE1_NOSS1	alr4625	312	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4625 protein 	4:Protein predicted	3.85	1	0.999	1	1	1	1	1	1	1936999	1936999	1936999	12K(304.2071), N-term(304.2071)	NA	NA	46747.8164	244842.1562	485708.9062	397770.6562	157274.3594	87076.5	33856.6641	24456.2715	13942.5869	9450.1279	12034.1543	10374.6328	15260.0908	7324.9834	9868.6533	8043.5605	18473.6543	44531.9805
tr|Q8YNE6|Q8YNE6_NOSS1	Q8YNE6	Q8YNE6_NOSS1	all4620	520	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Na+/H+-exchanging protein 	4:Protein predicted	13.65	1	0.999	7	7	7	9	9	9	20424954	20424954	20424954	12K(304.2071), 5M(15.9949), 9K(304.2071), N-term(304.2071)	NA	NA	75698.9697	270279.4346	1122242.8281	1316639.4609	543407.1914	234747.6279	92059.1545	56721.4805	44073.8687	25339.5767	28396.3875	24248.502	24188.7729	13592.7769	20156.6008	14474.1121	29263.5134	23710.3516
tr|Q8YNE7|Q8YNE7_NOSS1	Q8YNE7	Q8YNE7_NOSS1	alr4619	266	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4619 protein 	4:Protein predicted	7.89	1	0.999	3	3	3	3	3	3	976631	976631	976631	7K(304.2071), N-term(304.2071)	NA	NA	43536.9834	342534.375	897117.5625	509604.0938	161650	100853.2246	56961.3281	35706.8242	31367.7065	22670.8472	26009.3506	21971.6372	21140.2007	13608.4722	35576.5068	16993.9961	68331.7832	33500.5898
tr|Q8YNF3|Q8YNF3_NOSS1	Q8YNF3	Q8YNF3_NOSS1	ilvG	632	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Acetolactate synthase 	3:Protein inferred from homology	18.51	1	0.999	13	13	13	24	24	24	73808040	73808040	73808040	10K(304.2071), 12K(304.2071), 15K(304.2071), 4C(57.0214), 5M(15.9949), 7K(304.2071), 7M(15.9949), 8K(304.2071), N-term(304.2071)	NA	NA	545903.7822	3267181.3877	8824252.5664	11576450.7734	6177288.6582	2434350.5674	772511.9663	390826.2759	260910.52	203196.0315	344387.4961	187039.1182	208867.8733	127495.3652	155023.9519	222118.5262	215790.8903	430936.9272
tr|Q8YNF5|Q8YNF5_NOSS1	Q8YNF5	Q8YNF5_NOSS1	alr4611	264	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4611 protein 	4:Protein predicted	24.24	1	0.999	6	6	6	6	6	6	171753980	171753980	171753980	10K(304.2071), 12K(304.2071), 21K(304.2071), 7K(304.2071), N-term(304.2071), N-term(42.0106)	NA	NA	169198.9258	2465017.9688	3187354.25	1290226.2812	578351.4922	337543.1836	169426.0977	101053.1387	80408.0474	44672.4102	43168.1602	36941.3745	51463.4717	32161.311	44073.6353	40856.457	61627.0049	121165.9512
tr|Q8YNF6|Q8YNF6_NOSS1	Q8YNF6	Q8YNF6_NOSS1	alr4610	164	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4610 protein 	4:Protein predicted	32.93	1	0.999	4	4	4	25	25	25	462832527	462832527	462832527	13M(15.9949), 14M(15.9949), 24K(304.2071), 7K(304.2071), N-term(304.2071)	NA	NA	1614451.7495	26131991.9023	16392363.8359	5737719.7363	2270470.8833	1293813.7422	743913	294604.3752	228094.353	112103.5913	133027.9092	103187.2688	124868.0244	78072.9575	107952.8379	103099.5752	152739.3638	192396.8008
tr|Q8YNG0|Q8YNG0_NOSS1	Q8YNG0	Q8YNG0_NOSS1	alr4606	771	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4606 protein 	4:Protein predicted	17.25	1	0.999	13	13	13	17	17	17	43797616	43797616	43797616	10C(57.0214), 15K(304.2071), 1K(304.2071), 6C(57.0214), 7K(304.2071), 7M(15.9949), 9K(304.2071), N-term(304.2071)	NA	NA	267340.688	1587474.3379	3844930.5312	9041332.6562	5086828.4219	2521681.5391	847093.8359	368047.8945	227565.3809	140020.877	138763.9102	116814.5938	125197.9795	96729.1167	108451.1582	116456.385	163037.6421	175938.48
tr|Q8YNG2|Q8YNG2_NOSS1	Q8YNG2	Q8YNG2_NOSS1	alr4604	963	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Type I restriction enzyme endonuclease subunit 	3:Protein inferred from homology	0.83	1	0.999	1	1	1	1	1	1	     0	     0	     0	N-term(304.2071)	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr|Q8YNG7|Q8YNG7_NOSS1	Q8YNG7	Q8YNG7_NOSS1	alr4599	192	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4599 protein 	4:Protein predicted	20.83	1	0.999	4	4	4	9	9	9	44788035	44788035	44788035	11C(57.0214), 4C(57.0214), 7K(304.2071), N-term(304.2071)	NA	NA	1042907.3047	6100272.2812	9684231.5	5439481.8438	1043110.1172	1410984.7871	174390.8525	123626.3086	157081.0884	67533.6829	100334.1494	98892.6956	94641.8213	51033.3784	55490.6995	46659.0474	105263.4534	92855.8018
tr|Q8YNH0|Q8YNH0_NOSS1	Q8YNH0	Q8YNH0_NOSS1	alr4596	463	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Malic enzyme 	3:Protein inferred from homology	39.31	1	0.999	13	13	13	30	30	30	283113264	283113264	283113264	20K(304.2071), 21K(304.2071), 3M(15.9949), 4C(57.0214), 7K(304.2071), 7M(15.9949), N-term(304.2071)	NA	NA	578888.1184	5588108.4141	19231495.8516	16177789.7656	4427683.2324	2040697.5781	996609.8706	548668.6606	431738.7451	235888.1228	275986.8455	242339.4597	331351.5527	226135.6235	276168.4319	234236.4619	404998.6489	658887.4287
tr|Q8YNH1|Q8YNH1_NOSS1	Q8YNH1	Q8YNH1_NOSS1	alr4595	297	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4595 protein 	4:Protein predicted	18.52	1	0.999	6	6	6	12	12	12	17962240	17962240	17962240	10K(304.2071), 7K(304.2071), N-term(304.2071)	NA	NA	143898.0293	1614084.207	4460397.9297	3244394.3906	1448495.8691	813992.8945	285548.8777	195947.0496	117136.4897	79131.1553	169690.7964	94046.8445	97979.3721	68423.4268	86011.1157	61754.8179	130646.2476	144522.4204
tr|Q8YNH5|Q8YNH5_NOSS1	Q8YNH5	Q8YNH5_NOSS1	sppA2	609	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Protease 4 	3:Protein inferred from homology	21.18	1	0.999	13	13	13	18	18	18	59172203	59172203	59172203	10K(304.2071), 11K(304.2071), 13K(304.2071), 14M(15.9949), 4M(15.9949), 7K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	624101.1414	2652498.7354	3120053.8711	2602640.2344	2148136.29	2355847.9414	6256275.8164	3056576.9844	1701597.9102	943915.708	789658.6963	603778.8574	553810.8184	396243.0225	457005.3506	475781.2529	543102.9834	979830.8145
tr|Q8YNH8|Q8YNH8_NOSS1	Q8YNH8	Q8YNH8_NOSS1	exbB2	213	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4587 protein 	3:Protein inferred from homology	4.23	1	0.999	1	1	1	3	3	3	66730500	66730500	66730500	N-term(304.2071)	NA	NA	85527.7812	765528.75	1697647.9375	1284288.75	1857609.1875	1010882.375	246485.1094	116776.1523	90739.709	49411.8115	73089.1836	39643.7998	70004.8809	37403.8091	42755.96	21421.0068	75710.6426	54577.3701
tr|Q8YNI2|Q8YNI2_NOSS1	Q8YNI2	Q8YNI2_NOSS1	alr4583	345	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Permease protein of peptide ABC transporter 	3:Protein inferred from homology	15.65	1	0.999	6	5	6	16	15	16	110113781	110113781	110113781	7K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	282441.0786	2844419.6953	18493648.3125	8207394.4375	1946844.9336	1341585.0039	532264.1118	242508.2389	172471.6348	118330.1692	95399.8816	93721.9167	137052.4316	79022.3442	92017.8713	63320.4487	134386.1958	143622.5466
tr|Q8YNI4|Q8YNI4_NOSS1	Q8YNI4	Q8YNI4_NOSS1	all4581	208	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4581 protein 	4:Protein predicted	16.35	1	0.999	4	4	4	8	8	8	87268705	87268705	87268705	11K(304.2071), N-term(304.2071)	NA	NA	1107111.6074	10914118.0469	12385353.375	5815682.6875	1982271.3867	1307362.0312	687584.7646	395019.2314	300416.5586	216227.1121	227869.2412	188180.9934	262797.7183	221055.0596	236903.4092	201763.9883	270387.5366	416373.8408
tr|Q8YNI6|Q8YNI6_NOSS1	Q8YNI6	Q8YNI6_NOSS1	pbp3	756	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Peptidoglycan glycosyltransferase 	4:Protein predicted	39.15	1	0.999	30	30	30	73	73	73	237853876	237853876	237853876	11K(304.2071), 14K(304.2071), 2C(57.0214), 4K(304.2071), 4M(15.9949), 6M(15.9949), 7C(57.0214), 7K(304.2071), 7M(15.9949), 8K(304.2071), N-term(304.2071), N-term(42.0106)	NA	NA	2056074.271	10267647.4805	69527278.0664	80365119.3281	23070570.9199	12016524.7461	5435536.5117	2590379.5425	1981181.7283	1345424.7427	1338169.9702	1034850.6888	1146148.7136	958083.1792	934070.4966	841963.5708	1711257.8359	1680080.0376
tr|Q8YNJ0|Q8YNJ0_NOSS1	Q8YNJ0	Q8YNJ0_NOSS1	pstS2	392	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Phosphate-binding protein 	3:Protein inferred from homology	48.72	1	0.999	15	15	15	105	105	105	1594600704	1594600704	1594600704	10K(304.2071), 11K(304.2071), 12K(304.2071), 13K(304.2071), 15K(304.2071), 17K(304.2071), 2M(15.9949), 7K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	11032605.6587	206925391.6016	441047615.7344	161211402.7227	45106907.1846	22530825.1719	8797197.2998	4242690.0005	2689256.3667	1908053.8657	2076346.3333	1741849.374	1688044.3092	3964527.1963	9592860.5811	3105129.7219	3706166.4468	3456458.8657
tr|Q8YNJ1|Q8YNJ1_NOSS1	Q8YNJ1	Q8YNJ1_NOSS1	pstC2	316	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Phosphate transport system permease protein 	3:Protein inferred from homology	7.28	1	0.999	2	2	2	4	4	4	3270505	3270505	3270505	12K(304.2071), N-term(304.2071), N-term(42.0106)	NA	NA	40725.2583	134253.2812	452575.0078	533014.9062	277628.3945	107914.2852	42571.5107	24218.2087	10869.6265	14340.062	13777.7925	7770.6982	15695.4202	4094.3899	10513.8044	8275.5444	10017.6201	11972.3196
tr|Q8YNJ7|Q8YNJ7_NOSS1	Q8YNJ7	Q8YNJ7_NOSS1	alr4568	129	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4568 protein 	1:Experimental evidence at protein level	16.28	1	0.999	2	2	2	5	5	5	12526542	12526542	12526542	12K(304.2071), N-term(304.2071)	NA	NA	263446.4297	1541864.2344	825090.0234	230952.6836	83878.7559	42233.3369	21454.311	27653.0474	11709.4043	7178.6169	12463.0586	10037.915	10663.0061	6995.155	0	7120.5486	12395.5662	9636.2119
tr|Q8YNJ9|Q8YNJ9_NOSS1	Q8YNJ9	Q8YNJ9_NOSS1	alr4566	384	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	"NADH-dependent butanol dehydrogenase "	3:Protein inferred from homology	51.3	1	0.999	16	16	16	53	53	53	343350216	343350216	343350216	10K(304.2071), 11K(304.2071), 15K(304.2071), 18K(304.2071), 1M(15.9949), 20K(304.2071), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	1424061.9673	21710834.3721	119361506.8086	58130992.6777	13469235.189	7368884.116	1941606.0779	744340.293	638769.1221	294131.3403	400769.1692	242026.2141	326105.8403	197508.3074	201084.0203	160599.9248	307982.4443	361579.9141
tr|Q8YNL0|Q8YNL0_NOSS1	Q8YNL0	Q8YNL0_NOSS1	all4555	350	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4555 protein 	4:Protein predicted	24.57	1	0.999	7	6	7	25	23	25	181440966	181440966	181440966	10K(304.2071), 16K(304.2071), 19K(304.2071), 1K(304.2071), 7K(304.2071), N-term(304.2071)	NA	NA	890124.0728	15727641.793	24087732.2461	8733090.3066	3555669.7012	1742301.978	660642.2739	358894.2444	264129.498	187028.9036	210756.4072	187855.543	230113.0339	139462.6621	176901.4678	164769.9666	218869.3049	396256.0842
tr|Q8YNL1|Q8YNL1_NOSS1	Q8YNL1	Q8YNL1_NOSS1	alr4554	290	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	6-carboxy-5,6,7,8-tetrahydropterin synthase 	3:Protein inferred from homology	8.97	1	0.999	2	2	2	2	2	2	20084536	20084536	20084536	17K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	468056.6719	793789.2969	2871806.3438	4127251.1875	1358776.4844	426101.6953	157523.9492	50250.1836	37110.0117	18823.3184	27742.7207	28104.3916	27384.0889	18133.5195	36806.0386	13779.4111	29634.75	40699.9424
tr|Q8YNL3|Q8YNL3_NOSS1	Q8YNL3	Q8YNL3_NOSS1	cysK2	320	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Cysteine synthase 	3:Protein inferred from homology	62.81	1	0.999	14	14	14	70	70	70	458992120	458992120	458992120	11K(304.2071), 12M(15.9949), 13K(304.2071), 13M(15.9949), 14K(304.2071), 15M(15.9949), 17M(15.9949), 19K(304.2071), 22K(304.2071), 4M(15.9949), 5M(15.9949), 7C(57.0214), 9M(15.9949), N-term(304.2071)	NA	NA	3437164.1345	45788404.6211	99899928.7168	39597920.2793	10463144.4214	4749936.3281	1521899.1072	952020.1606	631756.2676	405862.5002	419936.4133	351530.7263	364275.9165	202968.1279	287097.1726	222308.7283	439166.8433	619222.4951
tr|Q8YNL4|Q8YNL4_NOSS1	Q8YNL4	Q8YNL4_NOSS1	alr4551	145	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4551 protein 	4:Protein predicted	24.83	1	0.999	4	4	4	6	6	6	14316582	14316582	14316582	7K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	369184.7402	3633147.75	4716356.4375	2040035.5312	795339.0469	451128.6719	177978.9766	162103.4062	102196.271	109663.3496	145820.2881	185576.8613	203162.4883	109013.9688	151006.873	148943.7656	170541.3242	704207.9922
tr|Q8YNL8|Q8YNL8_NOSS1	Q8YNL8	Q8YNL8_NOSS1	all4546	225	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ABC transporter ATP-binding protein 	4:Protein predicted	23.56	1	0.999	4	4	4	5	5	5	45247148	45247148	45247148	26K(304.2071), 2C(57.0214), 9K(304.2071), N-term(304.2071)	NA	NA	245406.4678	2898959.7812	4864182.5312	3153343.2969	1738476.0703	1229853.8438	400496.0508	226812.3906	139555.6914	123607.9023	154954.189	100181.6533	99716.522	69766.3584	178003.7275	88863.396	169500.21	223931.499
tr|Q8YNM2|Q8YNM2_NOSS1	Q8YNM2	Q8YNM2_NOSS1	alr4542	243	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ 	3:Protein inferred from homology	33.33	1	0.999	6	6	6	14	14	14	224901247	224901247	224901247	10M(15.9949), 14C(57.0214), 22M(15.9949), 6M(15.9949), N-term(304.2071)	NA	NA	299335.9575	4472745.2988	14259998.8086	5847518.8672	1397635.6533	636364.0625	272359.3438	228462.9395	146627.1138	96817.6211	88169.1152	99434.0347	94682.7517	61318.1194	76330.396	76908.1738	105155.4482	153893.064
tr|Q8YNM5|Q8YNM5_NOSS1	Q8YNM5	Q8YNM5_NOSS1	all4539	448	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	L-sorbosone dehydrogenase 	4:Protein predicted	48.44	1	0.999	17	17	17	44	44	44	329924824	329924824	329924824	10K(304.2071), 11K(304.2071), 12K(304.2071), 13K(304.2071), 14K(304.2071), 17K(304.2071), 6M(15.9949), 9K(304.2071), N-term(304.2071)	NA	NA	1493357.4539	23677462.2285	82040723.6562	40910100.5586	11025306.9648	5825320.207	2450521.5435	1202689.2854	800704.7141	521843.1785	583628.6575	428530.0303	439096.2798	318645.4998	453279.7593	430557.5044	589281.5715	687400.7812
tr|Q8YNM6|Q8YNM6_NOSS1	Q8YNM6	Q8YNM6_NOSS1	all4538	135	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Mannose-6-phosphate isomerase 	4:Protein predicted	25.19	1	0.999	2	2	2	3	3	3	4980653	4980653	4980653	13K(304.2071), N-term(304.2071)	NA	NA	169885.9492	969620.7812	619174.6562	272329.4219	105311.4023	76988.6797	33839.8994	20041.7192	22952.2305	14819.3838	12560.1382	9213.7378	10484.4629	7385.9561	2903.5396	9802.5684	13212.96	14488.8037
tr|Q8YNM7|Q8YNM7_NOSS1	Q8YNM7	Q8YNM7_NOSS1	alr4537	252	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4537 protein 	3:Protein inferred from homology	13.89	1	0.999	4	4	4	5	5	5	20862148	20862148	20862148	3C(57.0214), N-term(304.2071)	NA	NA	257765.4727	3673506.75	3361802.5	1033175.3438	442127.168	256792.4023	136509.3486	157018.1714	116902.4038	56025.9966	71480.7031	78567.6411	84820.749	52335.7869	65185.7788	54952.1548	117943.2798	133102.2871
