Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	channel_126	channel_127N	channel_127C	channel_128N	channel_128C	channel_129N	channel_129C	channel_130N	channel_130C	channel_131N	channel_131C	channel_132N	channel_132C	channel_133N	channel_133C	channel_134N	channel_134C	channel_135N
tr|Q8YPP5|Q8YPP5_NOSS1	Q8YPP5	Q8YPP5_NOSS1	alr4147	555	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Amidase enhancer 	4:Protein predicted	13.69	1	0.999	9	9	9	10	10	10	15166795	15166795	15166795	10K(304.2071), 11K(304.2071), 12K(304.2071), 7K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	346675.6647	2110224.9619	4694216.375	3277985.7617	1812982.0996	1018731.75	494526.4812	312327.8093	211263.7202	131756.127	149258.6494	125376.8962	122530.922	115924.3047	125790.4862	209145.1058	147251.7258	260648.481
tr|Q8YPP7|Q8YPP7_NOSS1	Q8YPP7	Q8YPP7_NOSS1	all4145	163	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4145 protein 	3:Protein inferred from homology	36.2	1	0.999	5	5	5	8	8	8	38704001	38704001	38704001	11K(304.2071), 12K(304.2071), N-term(304.2071)	NA	NA	74539.6399	296813.7734	304576	138821.3154	659751.4922	1603632.5859	569603.7656	195805.8115	111675.332	39449.1003	28411.5972	28754.1777	20849.4263	29328.5669	29187.0801	30154.2991	38359.1509	72284.582
tr|Q8YPP8|Q8YPP8_NOSS1	Q8YPP8	Q8YPP8_NOSS1	grpE2	214	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4144 protein 	4:Protein predicted	8.41	1	0.999	2	2	2	2	2	2	3650594	3650594	3650594	9K(304.2071), N-term(304.2071)	NA	NA	38239.2383	544576	686908.5	277915.5	145832.9375	87223.4531	282893.125	321999.125	227953.5938	100228.7656	60109.5195	39880.5508	38133.4258	19806.7012	23836.5957	20149.668	28706.9824	35077.4023
tr|Q8YPQ0|Q8YPQ0_NOSS1	Q8YPQ0	Q8YPQ0_NOSS1	all4142	189	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4142 protein 	4:Protein predicted	15.87	1	0.999	3	3	3	3	3	3	1813169	1813169	1813169	13K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr|Q8YPQ2|Q8YPQ2_NOSS1	Q8YPQ2	Q8YPQ2_NOSS1	typA	596	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	50S ribosomal subunit assembly factor BipA 	3:Protein inferred from homology	31.71	1	0.999	18	17	18	77	75	77	437076280	426848528	437076280	10K(304.2071), 10M(15.9949), 16K(304.2071), 16M(15.9949), 17K(304.2071), 1K(304.2071), 2M(15.9949), 3M(15.9949), 4M(15.9949), 5M(15.9949), 6M(15.9949), 7K(304.2071), 7M(15.9949), 8C(57.0214), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	5658084.6304	69799260.2969	159533526.627	78795990.4668	32654094.6533	13239647.7881	5422140.1064	3172716.7473	2536857.0793	2039691.3682	1525341.0461	1722383.0991	1416763.8779	2206027.1904	2416871.2759	3383838.1772	3897167.1628	7651665.4004
tr|Q8YPQ3|Q8YPQ3_NOSS1	Q8YPQ3	Q8YPQ3_NOSS1	all4139	238	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4139 protein 	4:Protein predicted	6.72	1	0.999	2	2	2	2	2	2	3279795	3279795	3279795	7K(304.2071), N-term(304.2071)	NA	NA	19511.9863	149912.2969	297362.2812	194164.4062	103635.7109	63436.4531	35165.4023	15148.5762	16304.9561	12256.9795	8400.7822	11242.7178	23962.2148	7919.1138	12859.1914	14914.377	9639.8838	29575.0352
tr|Q8YPQ8|Q8YPQ8_NOSS1	Q8YPQ8	Q8YPQ8_NOSS1	alr4134	123	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4134 protein 	4:Protein predicted	26.83	1	0.999	3	3	3	6	6	6	16021220	16021220	16021220	11C(57.0214), 7M(15.9949), N-term(304.2071)	NA	NA	307394.8359	1964584.0312	1789635.9062	591145.5938	232314.6914	98897.2891	54694.0205	54048.6909	38472.0498	30216.4163	22152.5969	30814.1479	23967.1313	26417.3457	34344.5225	31683.3027	23099.3257	38730.7095
tr|Q8YPQ9|Q8YPQ9_NOSS1	Q8YPQ9	Q8YPQ9_NOSS1	asr4133	97	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Asr4133 protein 	4:Protein predicted	27.84	1	0.999	2	2	2	2	2	2	16347246	16347246	16347246	10C(57.0214), 12K(304.2071), N-term(304.2071)	NA	NA	234703.1406	2622794.25	2340476.25	782559.4375	272779	96521.9688	45022.4727	29945.8809	16716.2656	17201.125	16220.8545	17063.918	18174.8125	14070.7881	12243.1055	31958.4785	15413.9336	22583.8574
tr|Q8YPR0|Q8YPR0_NOSS1	Q8YPR0	Q8YPR0_NOSS1	alr4132	135	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4132 protein 	3:Protein inferred from homology	28.15	1	0.999	3	3	3	19	19	19	156481052	156481052	156481052	12K(304.2071), N-term(304.2071)	NA	NA	4196413.5098	14847396.0117	9260026.2891	3509534.1641	1223929.2188	519699.5459	209406.3149	143828.8574	105706.7358	106893.2407	69297.8	76353.3933	61404.446	72495.5657	68816.8286	138472.2598	109389.8652	226432.4487
tr|Q8YPR2|Q8YPR2_NOSS1	Q8YPR2	Q8YPR2_NOSS1	all4130	301	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Binding protein of ABC transporter component 	4:Protein predicted	50.5	1	0.999	16	16	16	47	47	47	121002432	121002432	121002432	10K(304.2071), 11K(304.2071), 13K(304.2071), 14K(304.2071), 15K(304.2071), 18K(304.2071), 1K(304.2071), 2M(15.9949), 5C(57.0214), 6M(15.9949), 7K(304.2071), N-term(304.2071)	NA	NA	1446385.9082	16184717.1934	37902747.1211	17494704.4336	7330704.2656	2981115.2139	1302102.5674	760614.5242	1202556.8325	855065.3335	414027.271	439913.5974	456576.2295	453336.8865	568308.4258	569054.6436	459947.7041	695139.6509
tr|Q8YPR4|Q8YPR4_NOSS1	Q8YPR4	Q8YPR4_NOSS1	all4128	528	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4128 protein 	4:Protein predicted	11.36	1	0.999	6	6	6	6	6	6	16724728	16724728	16724728	12K(304.2071), 13K(304.2071), 14K(304.2071), 1K(304.2071), 7K(304.2071), N-term(304.2071)	NA	NA	31912.623	97617.3906	453093.4062	758333.875	367548.9375	188386.5156	104119.2266	47483.207	27710.7246	21456.6133	17218.4395	15789.917	19486.9062	12459.29	15412.624	27792.9121	22363.9551	28505.0781
tr|Q8YPR5|Q8YPR5_NOSS1	Q8YPR5	Q8YPR5_NOSS1	all4127	564	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4127 protein 	4:Protein predicted	4.61	1	0.999	3	3	3	3	3	3	7635860	7635860	7635860	11K(304.2071), 7K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	81202.9727	149435.1484	1139985.8438	2196050.0625	1033794.375	354611.9062	137527.7734	74653.7305	53756.8672	52241.4121	38291.5254	46401.4492	32904.499	40680.2715	38403.3066	44299.0195	35391.8301	42757.7793
tr|Q8YPR9|Q8YPR9_NOSS1	Q8YPR9	Q8YPR9_NOSS1	prk	334	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Phosphoribulokinase 	3:Protein inferred from homology	42.51	1	0.999	12	12	12	47	47	47	286541232	286541232	286541232	12C(57.0214), 12K(304.2071), 14K(304.2071), 16K(304.2071), 19K(304.2071), 1K(304.2071), 22K(304.2071), 4C(57.0214), 7M(15.9949), 9M(15.9949), N-term(304.2071)	NA	NA	2185161.4355	19770789.6719	50071490.0156	24457521.5625	11130067.7617	5065447.3555	2376883.582	1450224.3027	1363448.7073	1069812.021	884557.6323	951688.2168	713805.6755	910155.0034	708518.5476	1326154.1814	753315.0032	1013925.9136
tr|Q8YPS1|Q8YPS1_NOSS1	Q8YPS1	Q8YPS1_NOSS1	thrA	429	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Homoserine dehydrogenase 	3:Protein inferred from homology	36.36	1	0.999	13	13	13	19	19	19	116652734	116652734	116652734	11K(304.2071), 12C(57.0214), 1M(15.9949), 7K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	891433.6738	1675471.5469	5191064.9219	13071770.0547	26857143.3281	9879858.3086	3437656.7363	1302536.0898	585476.0469	414592.3955	312365.042	356816.6748	445530.6182	428278.5791	441784.1748	620172.0762	502231.7598	550315.1807
tr|Q8YPS3|Q8YPS3_NOSS1	Q8YPS3	Q8YPS3_NOSS1	all4118	179	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4118 protein 	4:Protein predicted	14.53	1	0.999	2	2	2	3	3	3	38803872	38803872	38803872	14K(304.2071), N-term(304.2071)	NA	NA	94874.1191	334350.875	1047882.1562	1270631.25	915993.5	396003.2344	182560.1094	125837.4336	74065.4844	61500.1953	52487.8887	46673.0527	63408.2715	66074.0605	57897.8613	61933.0273	76569.2227	170342.2891
tr|Q8YPS4|Q8YPS4_NOSS1	Q8YPS4	Q8YPS4_NOSS1	all4117	411	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4117 protein 	4:Protein predicted	2.19	1	0.999	1	1	1	2	2	2	1901610	1901610	1901610	9K(304.2071), N-term(304.2071)	NA	NA	23241.7422	146598.5156	543033.625	377541.4375	128820.7344	56606.2227	29714.2676	22579.1582	12578.0752	13414.5244	14859.5156	15330.8594	15149.8867	12869.2061	13700.4561	11052.2363	15421.1533	24888.3809
tr|Q8YPT1|Q8YPT1_NOSS1	Q8YPT1	Q8YPT1_NOSS1	corA	380	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Magnesium transport protein CorA 	3:Protein inferred from homology	3.95	1	0.999	1	1	1	1	1	1	     0	     0	     0	15K(304.2071), N-term(304.2071)	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr|Q8YPT2|Q8YPT2_NOSS1	Q8YPT2	Q8YPT2_NOSS1	sepN	235	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4109 protein 	4:Protein predicted	28.51	1	0.999	7	7	7	11	11	11	32140324	32140324	32140324	10K(304.2071), 11K(304.2071), 1K(304.2071), 4M(15.9949), 6M(15.9949), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	95723.4883	836487.0312	1642367.7969	1096279.2812	587248.8359	281927.3477	148689.8887	105728.7646	81862.6074	75718.9805	60486.2207	111629.8682	126323.502	156942.7793	134262.2383	141664.2285	169943.6133	216805.1719
tr|Q8YPT5|Q8YPT5_NOSS1	Q8YPT5	Q8YPT5_NOSS1	all4106	356	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4106 protein 	4:Protein predicted	19.66	1	0.999	5	5	5	6	6	6	68978768	40403651	40403651	21K(304.2071), 27K(304.2071), 5M(15.9949), N-term(304.2071)	NA	NA	158662.3721	1278676.3633	4589960.2188	2179483.8125	889396.4688	638967.1611	752091.917	334678.2988	162630.7808	83707.2622	32373.1948	59272.761	36729.0674	49187.897	30481.1453	95476.1477	34749.1292	92562.2505
tr|Q8YPT7|Q8YPT7_NOSS1	Q8YPT7	Q8YPT7_NOSS1	ribG	227	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Riboflavin-specific deaminase 	4:Protein predicted	10.57	1	0.999	2	2	2	2	2	2	12098775	12098775	12098775	16K(304.2071), N-term(304.2071)	NA	NA	158456.2891	1367397.75	1869648.5	922175.5938	509679.5938	240505.5312	115810.8926	76758.5645	67304.3105	51772.5293	45266.252	47893.4707	45550.3633	49653.9082	39997.0508	73454.0508	40815.1523	59551.7891
tr|Q8YPT8|Q8YPT8_NOSS1	Q8YPT8	Q8YPT8_NOSS1	all4102	391	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4102 protein 	4:Protein predicted	5.63	1	0.999	2	2	2	2	2	2	     0	     0	     0	4M(15.9949), 8K(304.2071), N-term(304.2071)	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr|Q8YPU0|Q8YPU0_NOSS1	Q8YPU0	Q8YPU0_NOSS1	alr4100	245	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4100 protein 	4:Protein predicted	24.49	1	0.999	6	6	6	16	16	16	138129532	138129532	138129532	15K(304.2071), 19K(304.2071), 1K(304.2071), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	787903.0039	10868337.8906	22110444.7969	8712484.3281	3419191.0078	1319936.0703	703780.7246	1176288.5176	714195.542	471648.1738	318134.168	360952.9727	348180.7178	343880.4805	358902.7715	647159.8369	359723.4297	453057.4072
tr|Q8YPU4|Q8YPU4_NOSS1	Q8YPU4	Q8YPU4_NOSS1	all4096	356	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Two-component hybrid sensor and regulator 	4:Protein predicted	2.25	1	0.999	1	1	1	1	1	1	1421742	1421742	1421742	8K(304.2071), N-term(304.2071)	NA	NA	43201.9961	292716.2812	527232.3125	265016.1875	135641.75	64751.6484	38503.3125	17859.125	19593.8906	18452.0742	14899.3311	17081.0508	13003.1123	13802.002	15601.1582	19691.7578	29292.8164	56418.2578
tr|Q8YPU5|Q8YPU5_NOSS1	Q8YPU5	Q8YPU5_NOSS1	alr4095	216	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4095 protein 	4:Protein predicted	21.76	1	0.999	4	4	4	8	8	8	135999158	135999158	135999158	14K(304.2071), 7K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	2103439.7656	12162137.9375	12108638.4141	7337477.8672	3061993.1973	1688181.3418	964077.6748	429441.8232	266610.4639	209658.9746	145250.2852	150087.9307	126133.6021	145686.585	122719.5776	190920.3604	176510.8984	271531.2939
tr|Q8YPU6|Q8YPU6_NOSS1	Q8YPU6	Q8YPU6_NOSS1	ndbB	409	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	"NADH dehydrogenase "	4:Protein predicted	30.81	1	0.999	13	13	13	24	24	24	240333736	240333736	240333736	11K(304.2071), 14K(304.2071), 15C(57.0214), 16K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	909015.7786	4899341.5557	29631240.2109	23826838.8281	9035202.293	4154308.2979	2129623.3213	1036466.2173	598999.6094	402406.3962	315639.1074	329240.6025	307267.2197	343656.0801	327019.5869	393259.2974	342258.8735	535576.5544
tr|Q8YPU8|Q8YPU8_NOSS1	Q8YPU8	Q8YPU8_NOSS1	all4092	347	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4092 protein 	4:Protein predicted	4.61	1	0.999	2	2	2	2	2	2	3695166	3695166	3695166	7K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	27205.5156	203994.8281	311212.625	133368.9219	62925.625	31404.1738	15010.0527	12518.2852	9670.2197	8278.7588	10303.9277	7647.8887	7077.9526	8281.501	7551.7446	9907.1816	6926.5874	15970.5049
tr|Q8YPV1|Q8YPV1_NOSS1	Q8YPV1	Q8YPV1_NOSS1	all4089	258	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4089 protein 	4:Protein predicted	17.44	1	0.999	4	4	4	5	5	5	6034714	6034714	6034714	11K(304.2071), N-term(304.2071)	NA	NA	65542.9341	292353.7598	986285.4844	730445.4023	462000.3125	249902.8828	313403.7891	608532.8281	324592.1953	160082.0117	71987.5908	63659.6614	59093.8733	78042.6489	65565.2612	173071.6157	86153.0898	115941.6309
tr|Q8YPV6|Q8YPV6_NOSS1	Q8YPV6	Q8YPV6_NOSS1	all4084	193	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4084 protein 	4:Protein predicted	5.7	1	0.999	1	1	1	2	2	2	3896185	3896185	3896185	11K(304.2071), N-term(304.2071)	NA	NA	522832.9844	940250.0625	391856.7852	141652.1289	65419.0625	33984.627	19532.9209	19763.9814	16871.4531	21825.4141	12436.3096	11386.6558	7184.7639	7329.6353	7728.4014	10276.2524	14812.8076	28170.1729
tr|Q8YPV7|Q8YPV7_NOSS1	Q8YPV7	Q8YPV7_NOSS1	all4083	652	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4083 protein 	4:Protein predicted	11.96	1	0.999	8	8	8	15	15	15	25249060	25249060	25249060	12K(304.2071), 12M(15.9949), 2C(57.0214), 2M(15.9949), 8K(304.2071), N-term(304.2071)	NA	NA	1269442.4849	1795048.542	4272839.4883	8212294.2422	4272732.7461	1526717.5801	643966.043	393818.5024	275171.584	218957.6646	178821.1248	267913.9868	245413.6482	168414.5576	178958.0264	209841.4712	195692.4937	317871.0088
tr|Q8YPW1|Q8YPW1_NOSS1	Q8YPW1	Q8YPW1_NOSS1	alr4079	166	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4079 protein 	3:Protein inferred from homology	21.08	1	0.999	4	4	4	5	5	5	26202870	26202870	26202870	11K(304.2071), 6M(15.9949), 7K(304.2071), N-term(304.2071)	NA	NA	130184.2168	1283057.3594	3346801.9375	1721589	724104.3125	340604.3047	234152.5312	167766.1987	193816.5981	153537.2598	108070.6699	107947.8223	96202.0312	117336.9302	68195.457	139885.5547	115174.0728	288265.459
tr|Q8YPW4|Q8YPW4_NOSS1	Q8YPW4	Q8YPW4_NOSS1	asr4076	71	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Asr4076 protein 	4:Protein predicted	29.58	1	0.999	2	2	2	7	7	7	30380368	30380368	30380368	3M(15.9949), 9K(304.2071), N-term(304.2071)	NA	NA	224311.6992	3170811.4805	4168451.8301	1845329.8945	872024.54	336139.1221	168663.4048	112077.0693	95156.1958	75907.1216	58026.0967	101141.96	61121.2532	58060.885	56102.6792	63512.4231	75743.3271	110193.5024
tr|Q8YPW5|Q8YPW5_NOSS1	Q8YPW5	Q8YPW5_NOSS1	alr4075	518	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4075 protein 	4:Protein predicted	4.25	1	0.999	2	2	2	2	2	2	2185038	2185038	2185038	9K(304.2071), N-term(304.2071)	NA	NA	210903.8711	315854.5703	1154570.5	1004742.4688	536788.25	266047.1484	152025.3359	111318.8281	150717.043	95003.3281	68357.8389	67178.2178	79066.8818	89439.791	106946.0059	144412.3848	178797.6934	156689.0781
tr|Q8YPW6|Q8YPW6_NOSS1	Q8YPW6	Q8YPW6_NOSS1	all4074	320	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All4074 protein 	3:Protein inferred from homology	35.62	1	0.999	11	11	11	19	19	19	107408568	107408568	107408568	10K(304.2071), 11K(304.2071), 12K(304.2071), 16M(15.9949), 17M(15.9949), 18K(304.2071), 5C(57.0214), 7K(304.2071), 8M(15.9949), N-term(304.2071)	NA	NA	1318200.9092	4439593.502	15076868.3828	16868233.75	10385181.207	10664186.207	4186737.1797	1704132.4502	1112358.989	913892.1057	535850.2188	481924.8496	419922.792	538735.0239	429389.1509	745819.2686	619699.9946	1335985.4727
tr|Q8YPX1|Q8YPX1_NOSS1	Q8YPX1	Q8YPX1_NOSS1	alr4069	371	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4069 protein 	4:Protein predicted	5.39	1	0.999	2	2	2	3	3	3	4843816	4843816	4843816	N-term(304.2071)	NA	NA	56822.3438	99356.2515	269144.1865	699252.0234	1091530	562646.9395	184319.7148	69647.9041	46200.1875	37482.8772	29726.9629	18707.1094	35180.6719	20663.6211	28119.0859	33957.543	32209.8086	53189.3896
tr|Q8YPX2|Q8YPX2_NOSS1	Q8YPX2	Q8YPX2_NOSS1	lptB	242	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	ATP-binding protein of ABC transporter 	4:Protein predicted	14.46	1	0.999	4	4	4	4	4	4	8791305	8791305	8791305	10K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	352467.0977	1410566.8906	2038558.0156	1389947.6406	1364924.5625	763265.8047	286966.8125	158557.4844	114645.1582	93004.6924	63600.6016	79321.9717	74137.7666	84680.2334	88671.8086	119071.0918	111784.6025	194090.4688
tr|Q8YPX3|Q8YPX3_NOSS1	Q8YPX3	Q8YPX3_NOSS1	lptA	165	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4067 protein 	4:Protein predicted	63.64	1	0.999	8	8	8	21	21	21	223063496	223063496	223063496	14K(304.2071), 5M(15.9949), 7M(15.9949), 9K(304.2071), N-term(304.2071)	NA	NA	380278.1855	1157527.8745	2470148.145	2935919.3584	8121978.3242	12425562.3516	3803603.874	1076216.5317	467892.7842	223994.2131	188907.9321	181687.6147	184567.6907	250887.729	277286.3013	215590.7905	190628.5244	237546.282
tr|Q8YPX4|Q8YPX4_NOSS1	Q8YPX4	Q8YPX4_NOSS1	alr4066	130	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4066 protein 	4:Protein predicted	16.15	1	0.999	2	2	2	2	2	2	7478407	7478407	7478407	9K(304.2071), N-term(304.2071)	NA	NA	88789.4316	1293581.9688	1366636.5	409321.3125	176750.0195	91914.6094	45341.4697	44489.7803	38093.0996	84427.373	25501.4492	47552.4385	30062.3379	26453.6533	22756.4717	31614.002	33892.0581	42745.5811
tr|Q8YPX5|Q8YPX5_NOSS1	Q8YPX5	Q8YPX5_NOSS1	ftrC	121	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Ferredoxin-thioredoxin reductase, catalytic chain 	3:Protein inferred from homology	67.77	1	0.999	7	7	7	16	16	16	53436494	53436494	53436494	10C(57.0214), 11M(15.9949), 12C(57.0214), 18K(304.2071), 22K(304.2071), 2C(57.0214), 2K(304.2071), 4C(57.0214), 5M(15.9949), 6C(57.0214), 7C(57.0214), 8C(57.0214), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	2761649.7266	8422127.5625	4322240.6406	1459163.9766	591405.543	352008.4287	266343.4336	187690.0918	211244.5029	175101.0054	113008.4556	119944.2959	107442.7078	107620.6057	118458.8538	101928.9885	156800.2681	174788.4548
tr|Q8YPX6|Q8YPX6_NOSS1	Q8YPX6	Q8YPX6_NOSS1	alr4064	387	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4064 protein 	4:Protein predicted	3.36	1	0.999	1	1	1	1	1	1	     0	     0	     0	N-term(304.2071)	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr|Q8YPX7|Q8YPX7_NOSS1	Q8YPX7	Q8YPX7_NOSS1	all4063	172	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Phosphatidylglycerophosphate synthase 	3:Protein inferred from homology	5.81	1	0.999	1	1	1	1	1	1	     0	     0	     0	10K(304.2071), 1K(304.2071), N-term(304.2071)	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr|Q8YPX9|Q8YPX9_NOSS1	Q8YPX9	Q8YPX9_NOSS1	alr4061	313	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4061 protein 	4:Protein predicted	15.97	1	0.999	5	5	5	5	5	5	6347133	6347133	6347133	11K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	65785.4316	311182.4297	722050.2344	552892.7188	349550.1484	157066.918	71888.6367	41717.8945	31177.3896	26557.2305	26490.6533	20769.0024	30647.8154	25989.6562	24976.4092	37281.7314	43104.8545	82501.7891
tr|Q8YPY2|Q8YPY2_NOSS1	Q8YPY2	Q8YPY2_NOSS1	alr4058	602	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4058 protein 	3:Protein inferred from homology	22.43	1	0.999	13	13	13	19	19	19	278823948	157815698	157815698	10K(304.2071), 10M(15.9949), 12K(304.2071), 12M(15.9949), 13K(304.2071), 15K(304.2071), 4C(57.0214), 4M(15.9949), 5M(15.9949), 6M(15.9949), 7C(57.0214), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	307691.3008	2143846.582	3953884.5684	10311649.0234	11043367.5312	3709979.707	1511920.0273	478660.8809	295183.1411	256317.5376	157281.688	211729.792	141874.731	183157.502	143588.47	177195.4736	168142.4507	284498.0059
tr|Q8YPY3|Q8YPY3_NOSS1	Q8YPY3	Q8YPY3_NOSS1	alr4057	602	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4057 protein 	4:Protein predicted	13.29	1	0.999	8	8	8	9	9	9	12742421	12742421	12742421	11K(304.2071), 16K(304.2071), 7C(57.0214), 7K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	145355.8003	685389.1973	3767847.6562	3582305.5	1805789.2832	728121.3789	301647.0244	176068.9121	123137.7896	110711.6379	88698.8403	95058.9971	67116.0322	97800.8872	92919.2246	130405.376	103858.3809	160325.2305
tr|Q8YPY5|Q8YPY5_NOSS1	Q8YPY5	Q8YPY5_NOSS1	all4055	327	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Glycine cleavage T-protein aminomethyltransferase 	4:Protein predicted	39.45	1	0.999	8	8	8	16	16	16	318794262	318794262	318794262	14K(304.2071), 19C(57.0214), 23M(15.9949), 2C(57.0214), 43K(304.2071), 7K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	5670745.5156	22912862.0469	23822738.2344	11632677.582	6182305.8594	8970521.6211	6226451.6758	4914552.9824	7437818.8066	5796746.6309	4516915.7637	6432721.3262	3253060.1035	3085997.5352	2891813.5078	4284083.3047	4784039.1465	7919620.1777
tr|Q8YPZ4|Q8YPZ4_NOSS1	Q8YPZ4	Q8YPZ4_NOSS1	alr4046	335	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr4046 protein 	4:Protein predicted	31.04	1	0.999	10	10	10	10	10	10	25887760	25887760	25887760	12K(304.2071), 1C(57.0214), 3C(57.0214), 6C(57.0214), 9K(304.2071), N-term(304.2071)	NA	NA	281711.1807	707153.1953	7226888.8125	9129210.3438	3291667.3594	1241571.1875	439766.7461	256479.376	162056.3018	153112.6719	125649.9595	156484.0151	110259.8396	128594.1621	125352.0752	180874.5151	152386.4956	284900.6494
